C,mean,median,std,min,max,count
100.0,0.1563659264592291,0.16208249567411825,0.0683428967701099,0.0248427505370933,0.3374771992212669,312
10.0,0.16081749515776986,0.1674124312319561,0.06625737804923985,0.0237683815278588,0.3010064979971376,312
500.0,0.161106909514001,0.16865888250144773,0.07212287826387175,0.0247664380840007,0.3604838793344878,312
1.0,0.1938872138049522,0.1756161988609225,0.0999975025769809,0.025236206670173,0.4713158221997095,312
0.1,0.271222969108149,0.2452556346348121,0.12230495983720405,0.0483630777827565,0.5821918444187609,312
