epsilon,mean,median,std,min,max,count
0.01,0.15837215835402918,0.1433770417126321,0.10784178976275863,0.0273236071804654,0.5821879610252807,390
0.001,0.1613298534737398,0.14503061789814764,0.10878935316567967,0.0237683815278588,0.5821918444187609,390
0.1,0.19462037352031664,0.1689600018535597,0.08161088980281436,0.092513941416537,0.567318829488345,390
0.2,0.2403980258871953,0.2284227560475936,0.06632807642211541,0.1092858289509793,0.5249087140035931,390
