C,mean,median,std,min,max,count
100.0,0.18127776129505363,0.18550411837275066,0.06481645415205173,0.0320782642419302,0.3796663573175621,312
500.0,0.18197037230730195,0.18639616353673594,0.06531946122622413,0.0317006840513961,0.3796663573175621,312
10.0,0.1850093529710802,0.18342212286271195,0.06674775231929518,0.0290822323340618,0.3796663573175621,312
1.0,0.21577750375109417,0.19100491808255748,0.09689705983330035,0.0304464114409942,0.472500926324316,312
0.1,0.2894010995197689,0.28317816621956,0.12383896995972819,0.052306217797669,0.5797669378902477,312
