reg_alpha,mean,median,std,min,max,count
0.0,0.19998764550396084,0.18351374782436705,0.09307031302797983,0.0501080043097183,0.4824334436323799,1728
0.1,0.22181614904402344,0.199365526364091,0.08338899747579205,0.105193665255879,0.4848852625344254,1728
1.0,0.31863125235493467,0.32542411636586654,0.07088833255703934,0.1818399614997519,0.5053805245081268,1728
