min_child_weight,mean,median,std,min,max,count
1,0.23949588585455453,0.21529582920293444,0.10316453771398454,0.0501080043097183,0.5044987030554868,2592
3,0.25412747874739144,0.2270458215899871,0.09125191878581529,0.0722945184028642,0.5053805245081268,2592
