colsample_bytree,mean,median,std,min,max,count
1.0,0.2462922094452527,0.22111999528169257,0.09801132636126744,0.0501080043097183,0.503825163375058,2592
0.8,0.24733115515669324,0.22164753474314597,0.09731473467335813,0.0565774623253539,0.5053805245081268,2592
