learning_rate,mean,median,std,min,max,count
0.1,0.20156253092165344,0.18632230968832325,0.08182699796512159,0.050193790785735,0.3856698025119893,1728
0.05,0.22356018974184158,0.20546401617759225,0.08301075639680937,0.050000542725203,0.4234304464403086,1728
0.01,0.3159167084259566,0.32425863090272733,0.09007573413218678,0.1047884696795608,0.5050752210658349,1728
