colsample_bytree,mean,median,std,min,max,count
1.0,0.24642818148137144,0.2275675687725564,0.09921640245387843,0.050000542725203,0.503825163375058,2592
0.8,0.247598104578263,0.2230422658266201,0.0976229730177847,0.0587732109523134,0.5050752210658349,2592
