reg_lambda,mean,median,std,min,max,count
0.0,0.22066829350425107,0.20010863590651157,0.09415957295153567,0.0501080043097183,0.4695009651821412,1296
1.0,0.23203983451538585,0.2078104249348644,0.09481613100651456,0.0501469893562764,0.4762288768071986,1296
5.0,0.2572927852333003,0.23966586083121005,0.09608776873614908,0.0577389648327234,0.4933912503760613,1296
10.0,0.2772458159509547,0.2775630500915216,0.09560498204144562,0.0757784276200393,0.5053805245081268,1296
