n_estimators,mean,median,std,min,max,count
150,0.22651432337184776,0.2048086799497472,0.09188845459786694,0.050000542725203,0.4556527747068859,1728
100,0.2418541804641015,0.216776237402067,0.09611020267657984,0.0502114868226922,0.4768837463338233,1728
50,0.27267092525350234,0.2757134463494856,0.10139727823303764,0.0512499319105565,0.5050752210658349,1728
