min_child_weight,mean,median,std,min,max,count
1,0.23985641140807362,0.2161440406535831,0.10367733231540892,0.050000542725203,0.5044172518415682,2592
3,0.2541698746515608,0.2327607964925485,0.09232203211524428,0.0695109509910391,0.5050752210658349,2592
