learning_rate,mean,median,std,min,max,count
0.1,0.20194126337374754,0.186613429423787,0.08042887779895301,0.0501469893562764,0.3841374103081815,1728
0.05,0.2231625977817378,0.2052938857863413,0.08213286786584095,0.0501080043097183,0.4234304464403086,1728
0.01,0.3153311857474336,0.32248339116897035,0.09019159004657161,0.1036684402897026,0.5053805245081268,1728
