reg_alpha,mean,median,std,min,max,count
0.0,0.19980349989937163,0.18363315415088843,0.0941249423850743,0.050000542725203,0.4818841967027939,1728
0.1,0.22225814659516024,0.19888543072426246,0.0842790472809307,0.1052538609179603,0.4845079475310004,1728
1.0,0.31897778259491977,0.3252990278231668,0.07127600602826445,0.1773939658721794,0.5050752210658349,1728
