subsample,mean,median,std,min,max,count
1.0,0.24125776819480768,0.2160532617462611,0.09727089096911319,0.0501469893562764,0.4970850461390174,2592
0.8,0.2523655964071383,0.23075317942253054,0.0977423942219096,0.0501080043097183,0.5053805245081268,2592
