subsample,mean,median,std,min,max,count
1.0,0.24170072371154727,0.21509733742400744,0.09793857218779162,0.0502803991031989,0.4970722567517615,2592
0.8,0.2523255623480872,0.23376795528362934,0.09862248575342034,0.050000542725203,0.5050752210658349,2592
