trend,mean,median,std,min,max,count
n,0.19121734034143156,0.1849373987229857,0.20861342733813854,0.0252848855865235,1.953442385975857,179
c,0.20966425106939265,0.2579987790194807,0.1702938042992287,0.0255494084209611,1.3021431919589876,159
