trend,mean,median,std,min,max,count
c,0.1396700479441251,0.1447966778136192,0.10621019491989868,0.0213326627901314,0.9137549819769312,190
n,0.15048028262379126,0.1555334292923573,0.16220334026489347,0.0218459408700235,1.7717483854321852,172
