p,mean,median,std,min,max,count
1,0.18747331417298388,0.2219821890618552,0.1466616857845655,0.0267160260391162,0.7659768941295695,85
0,0.19559095652171946,0.2025259955845098,0.23629816947986673,0.0252848855865235,1.953442385975857,83
3,0.20110947814122562,0.2352384202793453,0.15776561705100894,0.0284321129294459,0.7703955085680627,87
2,0.21564715839586399,0.2208653406882609,0.21515131120860348,0.0268754414246999,1.3021431919589876,83
