q,mean,median,std,min,max,count
0,0.16803199757967247,0.20547392116140833,0.11886408314249183,0.026402924370966,0.3681471502169661,88
2,0.19475181867042093,0.2164804145229371,0.1548857747311838,0.0268874082753591,0.7703955085680627,87
1,0.20036465784003035,0.21930998613364466,0.20417708145812086,0.0252848855865235,1.3021431919589876,88
3,0.24269607919852287,0.2579987790194807,0.2653120086499802,0.0255494084209611,1.953442385975857,75
