d,mean,median,std,min,max,count
0,0.134884570280824,0.1422564183629881,0.10684157715183684,0.022475151391517,0.8500922208040234,185
1,0.15517667920182726,0.1552078161706201,0.1599707296731654,0.0213326627901314,1.7717483854321852,177
