p,mean,median,std,min,max,count
1,0.1296721928988055,0.1322887831228761,0.08724146557326742,0.023331134699029,0.3732828736742865,89
3,0.14052770102360287,0.1586799159600243,0.08810876685040883,0.0228845084274189,0.3825286377497903,95
2,0.1508232377138986,0.1473369372642503,0.1233734087476423,0.0226232222750623,0.9137549819769312,91
0,0.15866719912040383,0.1552078161706201,0.21103419788149275,0.0213326627901314,1.7717483854321852,87
