d,mean,median,std,min,max,count
1,0.1948726634120943,0.20802773334190933,0.18354068354085046,0.0255494084209611,1.3021431919589876,166
0,0.20474219601594204,0.24553333271264505,0.19927528178613482,0.0252848855865235,1.953442385975857,172
