n_blocks,mean,median,std,min,max,count
5,0.15928215445368188,0.1539433571596571,0.051823765335878264,0.0621895161737099,0.2566755287008661,90
4,0.18381952424308626,0.15620993678339234,0.06803743288513311,0.0862716031121051,0.3111273121723737,90
1,0.19826064053228631,0.1818591210824331,0.11747805308957474,0.0534686442077092,0.4020753461272862,90
3,0.21354013890281406,0.17037711218800333,0.11472894319059715,0.0822974110513121,0.5146856087554275,90
2,0.23088666499799204,0.225014319065206,0.11878493204050103,0.0863435418673465,0.5094248633823544,90
