Population,GDP,Electric power consumption,Fossil fuel energy consumption,Renewable energy consumption,Fertilizer consumption,Temperature annual mean,Temperature std across months,Number of frost days,Number of hot days,CO2 emissions lag1
-0.9000000000000004,-0.8626071708482038,0.02729217829585906,-0.6957863693418176,0.38571428571428434,-0.9000000000000001,-0.5906739984201518,-0.6238369189246131,0.16916855386606322,-0.7392857142857143,-0.8398581483796939
-0.8501148923000912,-0.8828715526097805,0.01929120814948604,-0.32044369145085483,0.25714285714285623,-0.8506647593395107,-0.9,-0.34717930302157995,0.9000000000000004,-0.9,-0.9000000000000004
-0.8032697153194608,-0.9000000000000001,0.10121301461819598,-0.5998404777018607,0.21428571428571352,-0.7957368297605678,-0.6122822301298216,-0.9000000000000001,0.28680038822387566,-0.9,-0.7709312024696819
-0.7560660644007875,-0.8990054195480112,0.13629763322633615,-0.8999999999999986,0.17142857142857082,-0.7747848998783915,-0.6016006099195994,0.3198749843519608,-0.21109673244904492,-0.8678571428571429,-0.777525331248305
-0.7109918891349079,-0.8699428744210225,0.21510587368119083,-0.6272689421771105,0.25714285714285623,-0.6786736553785209,-0.5230564025939739,-0.4185201362324369,0.06318343578129948,-0.3857142857142858,-0.6034229412726209
-0.6649824540198361,-0.8424105366941955,0.2592960815681895,-0.3916398283644469,0.12857142857142811,-0.6067183124269528,-0.8987750437498666,-0.5774957070201461,0.5791329666774505,-0.8678571428571429,-0.4815205320868108
-0.6207925842001174,-0.815177460238294,0.2764413658785827,0.1271198480118514,0.0,-0.589710780023724,-0.49801829283515003,-0.23740511990064084,0.2862180524102236,-0.8357142857142857,-0.34072647981167403
-0.5835517891985305,-0.8386214258656093,0.15944344758790052,0.5084200121942466,0.08571428571428541,-0.6310228528263424,0.46381750866330795,-0.586239774310787,-0.7777094791329677,-0.8035714285714286,-0.18123389677421642
-0.5467760091595064,-0.7890100759137189,0.28928475697605194,0.44146962057907757,0.17142857142857082,-0.6082262707646062,0.13111933789537444,-0.1332084277457639,0.043966353930766644,-0.9,-0.09827648090698915
-0.5042725657110907,-0.7148801381906396,0.3650301138538623,0.756515139990185,-0.6428571428571423,-0.7409415041716227,-0.3662129792319483,-0.10034266592661689,0.3450339695891298,-0.8357142857142857,-0.0012481527103975765
-0.45419604279040904,-0.7213490953997586,0.2490131379026579,0.7739214862559791,-0.8571428571428577,-0.724453542699341,0.16737804870071626,-0.21857853712386976,-0.18023293432545984,-0.675,0.1975564381728807
-0.4036385162821654,-0.6971451483930785,0.4009579750347392,0.47498953320420156,-0.7285714285714278,-0.624378045592819,-0.5627449914484697,0.5430659263167485,0.6728890326755099,-0.3857142857142858,0.10927073977523971
-0.36131169484073844,-0.5464616024447462,0.40555873806965437,0.9000000000000021,-0.9000000000000004,-0.5843310141547389,-0.24028745657015294,-0.20457228374454095,-0.056195406017469196,-0.6428571428571429,0.3083523609077279
-0.3170297783574787,-0.399958613249348,0.35407706445560727,0.5824935585642699,-0.6000000000000014,-0.6864901194800108,-0.8574695123864841,-0.7541743027465784,0.42015528955030845,-0.9,0.5066888313333999
