Population,GDP,Electric power consumption,Fossil fuel energy consumption,Renewable energy consumption,Fertilizer consumption,Temperature annual mean,Temperature std across months,Number of frost days,Number of hot days,CO2 emissions lag1
-0.9000000000000004,-0.9,-0.8999999999999999,-0.6006589413477945,0.8999999999999999,-0.6974364532632957,-0.6468316562415011,-0.8999999999999999,0.25762500000000443,-0.3606345475910693,-0.9000000000000001
-0.8023549201009246,-0.895584190321188,-0.8832071369257006,-0.5495532530013314,0.8752293577981649,-0.6967942974804004,-0.8999999999999999,-0.29264783344560286,0.9000000000000021,-0.4304347826086956,-0.8758660410385772
-0.7096643474271733,-0.8937718757882449,-0.8657509694463954,-0.4609795126819769,0.7678899082568806,-0.9000000000000001,-0.8704650530323632,0.315246986306462,0.689625000000003,-0.9,-0.8546320676684019
-0.61748986925606,-0.8816891298631463,-0.8463281878892317,-0.4139888289673568,0.7348623853211009,-0.687914333172085,-0.2829480554800107,-0.024040192489514167,-0.011249999999996874,-0.24641598119858976,-0.8154996894083774
-0.5278958635981343,-0.8644983403822089,-0.8333216210806585,-0.29691961494942465,0.5944954128440365,-0.302051642639126,-0.5526788142507477,-0.7082560273048939,0.4848750000000024,-0.30352526439482963,-0.7876696324312165
-0.4405382674516396,-0.8514157984382823,-0.8180170686081747,-0.225540671063734,0.6853211009174314,-0.27580903331991835,-0.8330160456894206,-0.8890312991806021,0.7425000000000033,-0.5023501762632198,-0.7310547055851538
-0.3543504855111248,-0.8414553475455245,-0.8084790056816886,-0.24214493278304605,0.6440366972477065,-0.2894703541501473,-0.3849333695947781,-0.4590333742316428,0.381375000000002,-0.09200940070505292,-0.7355856944792284
-0.27273874149399724,-0.8344910794493078,-0.8030933944225889,-0.22364216224602806,0.6027522935779817,-0.27933297588596795,0.2813162904541755,0.24614679671801598,-0.5602499999999964,-0.1977673325499414,-0.7183514949014057
-0.19842113311415233,-0.8277949715612953,-0.7900346047398596,-0.1809921164399011,0.6688073394495415,-0.2456427972759485,0.06812618982866536,0.2618720325562798,-0.06299999999999883,-0.2633372502937721,-0.7033099292461897
-0.13022784616560834,-0.8157584990316146,-0.7662405519138826,-0.11714118088524028,0.6110091743119268,-0.3685360687591337,-0.523143867283111,-0.37206530326455955,0.40837500000000304,-0.16815511163337238,-0.7164957576744363
-0.06688584754186166,-0.8025807357113823,-0.7410528979838706,-0.03660981698493515,0.5119266055045868,-0.3158466081752931,-0.15142779439760645,-0.6417921182956869,-0.140625,-0.10258519388954168,-0.6809654609864163
-0.008051074241150147,-0.78905130669796,-0.7054108444046987,0.059658811987339355,0.3963302752293578,-0.06517504148844955,0.061517541474028326,0.9000000000000004,-0.321749999999998,-0.09623971797884834,-0.6495058010986696
0.046999006040216784,-0.7695698227223103,-0.6497884092717556,0.2638591092330076,0.14036697247706398,-0.09712227929315764,-0.1864291542017945,-0.4142751662236457,-0.034874999999999545,-0.17661574618096343,-0.5948155568716477
