Country Name,Year,Population,GDP,Electric power consumption,Industry,Fossil fuel energy consumption,Renewable energy consumption,Fertilizer consumption,Temperature annual mean,Temperature std across months,Number of frost days,Number of hot days,Total CO2 emissions
Canada,2002,31359199.0,760649334098.0055,16912.198554561295,27.573141032783298,75.64270699269609,20.1,64.88235873445771,0.616,1.8259287591068096,239.17,0.16,554.066
Canada,2003,31642461.0,895540646634.787,16920.870977766237,27.907410447725507,76.90034029166526,19.7,66.6676927659997,1.1644166666666667,1.3654281049261519,226.65,0.08,573.6827
Canada,2004,31938807.0,1026690238278.2476,16823.82814110746,28.391119722337848,75.96081831613087,20.4,62.11334451425568,0.11475000000000002,1.0269059616959415,234.83,,559.7484
Canada,2005,32242732.0,1173108598778.6763,17852.89162221117,29.212991524177795,76.21881159242184,21.6,70.63817649434571,1.6898333333333333,1.0673961177661375,219.03,0.1,582.3075
Canada,2006,32571193.0,1319264809590.9731,17468.56493712097,28.8475544811015,72.90413559050603,21.5,53.96828144489983,2.4883333333333333,1.5628844238209751,218.11,0.02,574.6974
Canada,2007,32888886.0,1468820407783.2603,17525.890052949802,28.6859019053535,73.45770128477812,21.6,78.83548503240408,0.9348333333333333,1.162417296938678,225.51,0.16,594.6475
Canada,2008,33247298.0,1552989690721.6497,17382.25464216671,29.34201950465891,75.97045571809757,21.6,73.55244900610627,0.7055000000000001,1.18793164085032,226.03,0.03,575.4179
Canada,2009,33630069.0,1374625142157.2915,16317.77799801719,25.076018211277805,76.04636978611549,22.2,71.58433545134694,0.8833333333333334,1.3130522541857281,231.16,,542.7914
Canada,2010,34005902.0,1617343367486.2585,16236.475656490453,26.351133161989527,76.64078275312879,21.4,79.65645978719452,3.10375,1.883062891718348,216.17,0.01,562.1099
Canada,2011,34339221.0,1793326630174.5186,16607.190943556932,27.139340598389122,76.5825123037239,21.5,96.89352286442269,1.4641666666666666,1.256916122455627,223.32,0.02,575.7827
Canada,2012,34713395.0,1828366481521.5952,16119.569981558992,26.634668797425576,75.37327376969446,21.8,104.22451643842916,1.9261666666666668,1.1074496100901787,218.86,0.02,567.184
Canada,2013,35080992.0,1846597421834.9834,16532.14367484249,26.613235175836603,73.89261974822902,22.2,96.4984252176905,0.8888333333333334,1.4473887310908873,227.05,,575.2149
Canada,2014,35434066.0,1805749878439.9412,16486.87452351644,27.13794246018717,74.3072940366545,22.2,102.15082036180058,0.76225,1.4307473061888556,226.33,0.01,580.3198
Canada,2015,35704498.0,1556508816217.1401,15839.628945350247,24.415682546891595,73.51674296793082,22.3,104.35713912543754,1.3579166666666669,1.2148848682305478,222.42,0.03,574.3793
Canada,2016,36110803.0,1527994741907.425,15759.605235031744,23.29530054558479,0.0,22.1,99.27329353750325,2.1845,1.5341669563642673,218.7,,574.0983
Canada,2017,36545075.0,1649265644244.095,15477.324919978957,24.02780288707915,0.0,22.8,101.82035368355449,1.6495,1.3604522226083502,221.17,0.02,591.893
Canada,2018,37072620.0,1725329192783.024,15569.549710810836,24.622305955435323,0.0,22.3,111.81183768415612,0.6525,1.4841648324899763,241.25,0.11,612.5836
Canada,2019,37618495.0,1743725183672.5212,15204.063852102536,24.077407876941322,0.0,22.4,106.73256054647071,1.2445000000000002,1.0570195914299159,223.06,0.01,609.0758
Canada,2020,38028638.0,1655684730000.1936,14763.74199885886,22.451617319499974,0.0,23.9,129.48868837452596,1.3478333333333332,1.2931045222856332,231.3,0.05,548.4454
Canada,2021,38239864.0,2022378748423.2344,15003.714448356825,25.331747517759585,0.0,23.8,126.06184165817193,2.2045,1.8186454437300308,219.78,0.56,561.7344
Canada,2022,38935934.0,2190411080134.319,14907.077867966387,,0.0,,117.03958691910499,1.34575,1.0947056015964596,219.53,0.07,575.8352
Canada,2023,40083484.0,2173339670064.328,14459.895751576883,,0.0,,132.8405546381484,2.90475,2.0457789113603324,212.16,0.06,567.0969
China,1990,1135185000.0,361560229445.50665,510.6198549135163,40.95321390034691,75.09675247292094,33.9,220.30452342487882,0.8351666666666667,0.7525248427054677,154.15,4.7,2414.2762
