country,feature_set,kernel,C,epsilon,gamma,degree,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
Canada,augmented,poly,500.0,0.1,auto,2.0,True,,5,5,0,0.20671114029618937,0.20671114029618937,-1.4755350412346524,0.18861099087376892,0.18861099087376892,-1.5144329858303252,8.554754473593286,-7.554754473593286,-7.219171826351385
Canada,augmented,poly,1.0,0.1,1,2.0,True,,5,5,0,0.20674477033350577,0.20674477033350577,-1.4785232513398578,0.1886486962992144,0.1886486962992144,-1.517924866874305,8.55000923407653,-7.550009234076531,-7.219369243679895
Canada,augmented,poly,10.0,0.1,1,2.0,True,,5,5,0,0.20674477033350577,0.20674477033350577,-1.4785232513398578,0.1886486962992144,0.1886486962992144,-1.517924866874305,8.55000923407653,-7.550009234076531,-7.219369243679895
Canada,augmented,poly,100.0,0.1,1,2.0,True,,5,5,0,0.20674477033350577,0.20674477033350577,-1.4785232513398578,0.1886486962992144,0.1886486962992144,-1.517924866874305,8.55000923407653,-7.550009234076531,-7.219369243679895
Canada,augmented,poly,500.0,0.1,1,2.0,True,,5,5,0,0.20674477033350577,0.20674477033350577,-1.4785232513398578,0.1886486962992144,0.1886486962992144,-1.517924866874305,8.55000923407653,-7.550009234076531,-7.219369243679895
Canada,augmented,poly,100.0,0.1,0.1,2.0,True,,5,5,0,0.20677525391640347,0.20677525391640347,-1.4790661391653224,0.18867246135853108,0.18867246135853108,-1.5184427332318384,8.55010677915524,-7.55010677915524,-7.21970885206822
Canada,augmented,poly,500.0,0.1,0.1,2.0,True,,5,5,0,0.20677525391640347,0.20677525391640347,-1.4790661391653224,0.18867246135853108,0.18867246135853108,-1.5184427332318384,8.55010677915524,-7.55010677915524,-7.21970885206822
Canada,augmented,poly,1.0,0.1,scale,2.0,True,,5,5,0,0.2068147680566425,0.2068147680566425,-1.4793642673084704,0.1887076192850728,0.1887076192850728,-1.518207723422094,8.57169364881828,-7.571693648818281,-7.219785741409547
Canada,augmented,poly,10.0,0.1,auto,2.0,True,,5,5,0,0.2102281427258784,0.2102281427258784,-1.4693911490716471,0.1899917997470083,0.1899917997470083,-1.512797832407083,8.555839581087811,-7.555839581087811,-8.352365723362274
Canada,augmented,poly,0.1,0.1,1,2.0,True,,5,5,0,0.20932601859148092,0.20932601859148092,-1.4740017035451307,0.19016920170156545,0.19016920170156545,-1.5167705677847492,8.551093323739874,-7.551093323739873,-7.918135499670546
Canada,augmented,poly,10.0,0.1,0.1,2.0,True,,5,5,0,0.20939429652108563,0.20939429652108563,-1.474457515371674,0.19022095330754815,0.19022095330754815,-1.5172226226136623,8.551272464716009,-7.551272464716009,-7.922563347568794
Canada,augmented,rbf,1.0,0.1,0.1,,True,,5,5,0,0.2071789138147379,0.2071789138147379,-2.2987227671105193,0.19032803833030443,0.19032803833030443,-2.2798620712798146,8.174306931642144,-7.174306931642144,-7.827917053262425
