country,feature_set,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,min_child_weight,random_state,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
Canada,augmented,50,10,0.1,1.0,0.8,0.0,0.0,1,42,True,,5,5,0,0.1368297477326635,0.1368297477326635,-1.6675301421796387,0.12339947568381757,0.12339947568381757,-1.643167674398038,5.651798971554662,-4.651798971554662,-1.2942644313599025
Canada,augmented,150,10,0.1,0.8,1.0,0.0,0.0,1,42,True,,5,5,0,0.1388698334748955,0.1388698334748955,-1.1370609868936703,0.12451820862579725,0.12451820862579725,-1.1024019134522531,4.327262099917554,-3.3272620999175535,-3.369409191580618
Canada,augmented,100,10,0.1,0.8,1.0,0.0,0.0,1,42,True,,5,5,0,0.1388839968402254,0.1388839968402254,-1.1372626000374695,0.12453385132930808,0.12453385132930808,-1.1027137019852646,4.332019185127331,-3.3320191851273306,-3.3701462063859644
Canada,augmented,150,10,0.1,1.0,1.0,5.0,0.0,1,42,True,,5,5,0,0.14032961120452248,0.14032961120452248,-1.347147356384078,0.125012942252402,0.125012942252402,-1.313963409174124,5.2387490716170495,-4.2387490716170495,-3.7890139491979538
Canada,augmented,150,10,0.1,0.8,0.8,1.0,0.0,1,42,True,,5,5,0,0.1380495982229229,0.1380495982229229,-1.441814668985582,0.12556259893734087,0.12556259893734087,-1.439381970970668,5.463305670434467,-4.463305670434467,-5.2178518677653045
Canada,augmented,50,10,0.1,1.0,1.0,1.0,0.0,1,42,True,,5,5,0,0.14088924482820875,0.14088924482820875,-1.3934111188257525,0.12581523595163674,0.12581523595163674,-1.3604366600441753,5.534631757164119,-4.534631757164119,-3.442407357489768
Canada,augmented,100,10,0.05,1.0,1.0,1.0,0.0,1,42,True,,5,5,0,0.14118551683444508,0.14118551683444508,-1.403533221057556,0.1260236547679648,0.1260236547679648,-1.371134311976401,5.57351235325077,-4.57351235325077,-3.569360359548196
Canada,augmented,50,10,0.1,0.8,1.0,0.0,0.0,1,42,True,,5,5,0,0.14045117044045202,0.14045117044045202,-1.179366046409118,0.12603712311266063,0.12603712311266063,-1.1479668557080156,4.458049538466376,-3.4580495384663763,-3.41316248665741
Canada,augmented,150,10,0.05,0.8,0.8,0.0,0.0,1,42,True,,5,5,0,0.1376847302973152,0.1376847302973152,-1.420997066350878,0.12622306622568158,0.12622306622568158,-1.4277460234069201,5.706039647649187,-4.706039647649188,-3.7865954446627996
Canada,augmented,150,10,0.05,0.8,1.0,0.0,0.0,1,42,True,,5,5,0,0.13883895993646847,0.13883895993646847,-1.1159007891230341,0.12689343034308478,0.12689343034308478,-1.064828179793285,4.333182570070283,-3.333182570070283,-2.6495350590658253
Canada,augmented,100,10,0.1,0.8,0.8,1.0,0.0,1,42,True,,5,5,0,0.13992432276142702,0.13992432276142702,-1.4807140897391873,0.12714897781532336,0.12714897781532336,-1.4793248338425309,5.6208724755074595,-4.6208724755074595,-5.28950659441007
Canada,augmented,100,10,0.05,0.8,0.8,0.0,0.0,1,42,True,,5,5,0,0.13929010332930403,0.13929010332930403,-1.4514868243616235,0.12732939021432413,0.12732939021432413,-1.4596444971198292,5.828046593214141,-4.828046593214141,-3.8530466934765437
Canada,augmented,100,10,0.05,0.8,1.0,0.0,0.0,1,42,True,,5,5,0,0.14016682510431572,0.14016682510431572,-1.1520561383018335,0.12835639748973846,0.12835639748973846,-1.1034516575816136,4.489449024088142,-3.4894490240881417,-2.705865381316497
Canada,augmented,150,10,0.05,0.8,1.0,1.0,0.0,1,42,True,,5,5,0,0.1411992281589517,0.1411992281589517,-1.2643162940708081,0.12932741962159128,0.12932741962159128,-1.220806054185281,4.976737234192682,-3.976737234192682,-3.837646531088468
Canada,augmented,150,10,0.1,0.8,1.0,1.0,0.0,1,42,True,,5,5,0,0.14078368887926632,0.14078368887926632,-1.1506532537795375,0.12943525445899068,0.12943525445899068,-1.1109469313699567,4.3599097129319215,-3.359909712931921,-6.206110375198696
Canada,augmented,100,10,0.1,0.8,1.0,1.0,0.0,1,42,True,,5,5,0,0.14225150088300012,0.14225150088300012,-1.1938136925629017,0.13066734928889273,0.13066734928889273,-1.1575035149101747,4.56559042766837,-3.56559042766837,-6.312516368222731
Canada,augmented,100,10,0.1,1.0,1.0,5.0,0.0,1,42,True,,5,5,0,0.15228385442755416,0.15228385442755416,-1.6374671455091074,0.1308216926467701,0.1308216926467701,-1.6338304599285176,6.5086390468854605,-5.5086390468854605,-4.123774861116926
