country,feature_set,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,min_child_weight,random_state,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
China,augmented,100,10,0.05,0.8,0.8,10.0,0.0,3,42,True,,5,5,0,0.2702774798901476,0.2702774798901476,-0.24920429403200436,0.26340350988130207,0.26340350988130207,-0.24730249128063453,4.1282272089811425,-3.1282272089811416,-287.85435759514746
China,augmented,150,10,0.01,0.8,1.0,0.0,0.1,3,42,True,,5,5,0,0.26977789266612484,0.26977789266612484,-0.2556643115725966,0.2644508629785397,0.2644508629785397,-0.2532892548469953,3.954761575189186,-2.9547615751891865,-266.81059503377395
China,augmented,150,10,0.01,0.8,0.8,0.0,0.1,3,42,True,,5,5,0,0.27039124892347804,0.27039124892347804,-0.2550900819397347,0.2651174220237428,0.2651174220237428,-0.2525617800504153,3.956243712253861,-2.9562437122538614,-271.25214536748734
China,augmented,50,10,0.05,1.0,1.0,5.0,0.0,1,42,True,,5,5,0,0.27544006580240854,0.27544006580240854,-0.21292060213581596,0.2694811867996597,0.2694811867996597,-0.2104686327262531,4.1033770979925785,-3.103377097992578,-342.93423222061097
China,augmented,50,10,0.05,1.0,0.8,5.0,0.0,1,42,True,,5,5,0,0.2755203325515601,0.2755203325515601,-0.21306521467072087,0.2696125107332611,0.2696125107332611,-0.21070523240336128,4.103585052029322,-3.103585052029321,-342.9365597365269
China,augmented,50,10,0.05,1.0,0.8,5.0,0.0,3,42,True,,5,5,0,0.2803574271794077,0.2803574271794077,-0.22145182428453553,0.27370107942070004,0.27370107942070004,-0.21815875293033632,4.138112828496126,-3.138112828496127,-348.66101835195695
China,augmented,50,10,0.05,1.0,1.0,5.0,0.0,3,42,True,,5,5,0,0.2805779196287518,0.2805779196287518,-0.22078027798490463,0.2738733018263721,0.2738733018263721,-0.21766637202131864,4.13842328507739,-3.1384232850773897,-351.27724458282125
China,augmented,100,10,0.01,1.0,0.8,0.0,0.0,3,42,True,,5,5,0,0.28063760354355427,0.28063760354355427,-0.2063029107304887,0.27551255454118484,0.27551255454118484,-0.20219251611382189,4.156438401618699,-3.1564384016186984,-372.0266712824497
China,augmented,100,10,0.01,1.0,1.0,0.0,0.0,3,42,True,,5,5,0,0.280638104140594,0.280638104140594,-0.2062261185068505,0.2755151814296388,0.2755151814296388,-0.20212828166124625,4.156449769992419,-3.1564497699924194,-372.02701176071423
China,augmented,150,10,0.01,0.8,1.0,1.0,0.0,3,42,True,,5,5,0,0.283379147405587,0.283379147405587,-0.21784826860916412,0.2773700692206168,0.2773700692206168,-0.21469829616295222,4.190748225116103,-3.1907482251161032,-354.7533791029588
China,augmented,150,10,0.01,0.8,0.8,1.0,0.0,3,42,True,,5,5,0,0.284129026203855,0.284129026203855,-0.21676157014796074,0.2782012837454223,0.2782012837454223,-0.21343108171633643,4.192437632579556,-3.192437632579556,-361.085408467552
China,augmented,50,10,0.1,0.8,0.8,10.0,0.1,1,42,True,,5,5,0,0.28532415430396585,0.28532415430396585,-0.2602413925542673,0.27904107891763685,0.27904107891763685,-0.25870229641340214,4.257627443697597,-3.257627443697597,-314.6350039106384
China,augmented,50,10,0.1,0.8,1.0,10.0,0.1,1,42,True,,5,5,0,0.2853686256879877,0.2853686256879877,-0.25946622331089186,0.2791615883335018,0.2791615883335018,-0.2579675782936331,4.257977603566642,-3.257977603566643,-314.4556347878074
China,augmented,50,10,0.1,0.8,1.0,10.0,0.1,3,42,True,,5,5,0,0.2855872243657009,0.2855872243657009,-0.27383603913884874,0.27945757959778544,0.27945757959778544,-0.27248625922929415,4.414594731750306,-3.414594731750306,-309.02269593807597
China,augmented,50,10,0.1,0.8,0.8,10.0,0.1,3,42,True,,5,5,0,0.28578377246809017,0.28578377246809017,-0.27632587737167885,0.2797023304253363,0.2797023304253363,-0.2751733278624792,4.414392226908955,-3.414392226908955,-309.0416922287447
China,augmented,150,10,0.01,1.0,1.0,1.0,0.1,1,42,True,,5,5,0,0.28613770534927757,0.28613770534927757,-0.21428838507241216,0.2809366720243835,0.2809366720243835,-0.21213731392444402,4.1306494660970206,-3.130649466097021,-364.9390256614325
China,augmented,150,10,0.01,1.0,0.8,1.0,0.1,1,42,True,,5,5,0,0.28671130330404093,0.28671130330404093,-0.2131782537285222,0.2815763155445003,0.2815763155445003,-0.21089934643538003,4.131889439055019,-3.131889439055019,-370.3256148215654
China,augmented,100,10,0.05,0.8,0.8,10.0,0.1,1,42,True,,5,5,0,0.2885009058826987,0.2885009058826987,-0.2633684723455136,0.281968321882143,0.281968321882143,-0.2616819791259335,4.289673820649215,-3.2896738206492144,-322.52714975785045
China,augmented,100,10,0.05,0.8,1.0,10.0,0.1,1,42,True,,5,5,0,0.2889195688664589,0.2889195688664589,-0.26288195000768455,0.282330376885786,0.282330376885786,-0.2612208920833569,4.290491986240903,-3.290491986240904,-324.79288290306897
China,augmented,100,10,0.05,0.8,1.0,10.0,0.1,3,42,True,,5,5,0,0.2890967233956004,0.2890967233956004,-0.273115784043167,0.2828315526693606,0.2828315526693606,-0.2715347136518593,4.371670683397202,-3.371670683397202,-323.6118065882281
China,augmented,100,10,0.05,0.8,0.8,10.0,0.1,3,42,True,,5,5,0,0.2892824492667639,0.2892824492667639,-0.27631405065735837,0.2830018178075099,0.2830018178075099,-0.2748112423189662,4.400179176289841,-3.4001791762898415,-323.14335979267923
China,augmented,150,10,0.01,1.0,1.0,1.0,0.1,3,42,True,,5,5,0,0.28866701941940087,0.28866701941940087,-0.2304714890044292,0.2832849316745543,0.2832849316745543,-0.22839042975522217,4.187144316324192,-3.1871443163241917,-368.1199744219103
China,augmented,150,10,0.01,1.0,0.8,1.0,0.1,3,42,True,,5,5,0,0.2890077472353271,0.2890077472353271,-0.22972827256174186,0.2836924180835032,0.2836924180835032,-0.22754328407623664,4.187932245259109,-3.1879322452591095,-371.5343334230174
China,augmented,50,10,0.05,0.8,0.8,5.0,0.0,1,42,True,,5,5,0,0.2941286524738471,0.2941286524738471,-0.21354417575988355,0.2877604924123281,0.2877604924123281,-0.21005392974614825,4.3892910083311225,-3.389291008331123,-400.972535745845
China,augmented,50,10,0.05,0.8,1.0,5.0,0.0,1,42,True,,5,5,0,0.29444909870826197,0.29444909870826197,-0.21308602557987663,0.2879320301096433,0.2879320301096433,-0.20944862898723304,4.389934736257518,-3.3899347362575183,-400.9871170724362
China,augmented,50,10,0.05,1.0,1.0,5.0,0.1,1,42,True,,5,5,0,0.2957373886396901,0.2957373886396901,-0.24317980074557144,0.2899671270958626,0.2899671270958626,-0.24080460291677713,4.368144076222801,-3.3681440762228005,-382.41704988696716
China,augmented,50,10,0.05,1.0,0.8,5.0,0.1,1,42,True,,5,5,0,0.2957375780896031,0.2957375780896031,-0.24318014206788052,0.28996731187026137,0.28996731187026137,-0.24080493581544915,4.36814441483857,-3.3681444148385693,-382.4170559889997
China,augmented,50,10,0.05,1.0,0.8,5.0,0.1,3,42,True,,5,5,0,0.29759663127507946,0.29759663127507946,-0.24767167725140987,0.2914865937530541,0.2914865937530541,-0.24483402265515153,4.381824930817922,-3.3818249308179227,-385.6634508692832
China,augmented,50,10,0.05,1.0,1.0,5.0,0.1,3,42,True,,5,5,0,0.29760129296305704,0.29760129296305704,-0.24766988642927895,0.29149068486685986,0.29149068486685986,-0.24483337903402438,4.3818075889821735,-3.3818075889821735,-385.6848266264623
China,augmented,150,10,0.01,0.8,1.0,1.0,0.1,1,42,True,,5,5,0,0.29911825809515846,0.29911825809515846,-0.22331354245198565,0.2936570306755149,0.2936570306755149,-0.22073398804926764,4.332462634295813,-3.332462634295813,-404.9664614631298
China,augmented,50,10,0.05,0.8,1.0,5.0,0.0,3,42,True,,5,5,0,0.2999863190907049,0.2999863190907049,-0.22653539661048167,0.29373612336157945,0.29373612336157945,-0.22358455838247263,4.545085418242413,-3.545085418242413,-415.99439409745355
China,augmented,50,10,0.05,0.8,0.8,5.0,0.0,3,42,True,,5,5,0,0.30021430503399105,0.30021430503399105,-0.2281579028814738,0.2939741396093288,0.2939741396093288,-0.2253190405983027,4.546009290152732,-3.546009290152732,-416.0089743602418
China,augmented,100,10,0.01,0.8,1.0,0.0,0.0,3,42,True,,5,5,0,0.2996724333588377,0.2996724333588377,-0.2048617512988983,0.2940489166862809,0.2940489166862809,-0.20149856153718365,4.389562687062927,-3.389562687062927,-417.3346466461641
China,augmented,100,10,0.01,0.8,0.8,0.0,0.0,3,42,True,,5,5,0,0.29971575011783036,0.29971575011783036,-0.20537200833442756,0.2941118330209994,0.2941118330209994,-0.2020736734562357,4.389818750647063,-3.3898187506470636,-417.34219107597835
China,augmented,150,10,0.01,0.8,0.8,1.0,0.1,1,42,True,,5,5,0,0.2998202256150832,0.2998202256150832,-0.2220232507345008,0.2944326320178353,0.2944326320178353,-0.21927672415148244,4.333974427292032,-3.333974427292033,-411.7334658014491
China,augmented,100,10,0.01,1.0,1.0,0.0,0.1,1,42,True,,5,5,0,0.30009656176859073,0.30009656176859073,-0.19445870127593953,0.29543369770790573,0.29543369770790573,-0.191422908877022,4.2608741419507865,-3.2608741419507865,-442.4922494842109
China,augmented,100,10,0.01,1.0,0.8,0.0,0.1,1,42,True,,5,5,0,0.3000965716459766,0.3000965716459766,-0.19445871907152507,0.29543370664860247,0.29543370664860247,-0.19142292498502217,4.260874159214953,-3.2608741592149535,-442.49224979994733
China,augmented,150,10,0.01,0.8,1.0,1.0,0.1,3,42,True,,5,5,0,0.3057048050311654,0.3057048050311654,-0.24075325766150818,0.3001623470317119,0.3001623470317119,-0.23833170310473467,4.489317847276315,-3.4893178472763147,-412.87022384331675
China,augmented,100,10,0.01,1.0,1.0,0.0,0.1,3,42,True,,5,5,0,0.3054315805665859,0.3054315805665859,-0.22500894828933782,0.30057110748994287,0.30057110748994287,-0.22218624235960194,4.469870130475215,-3.469870130475215,-446.8115966767744
China,augmented,100,10,0.01,1.0,0.8,0.0,0.1,3,42,True,,5,5,0,0.3054324551567341,0.3054324551567341,-0.22501050346934898,0.3005719091724151,0.3005719091724151,-0.22218766649122834,4.4698716641576794,-3.4698716641576794,-446.8116248787972
China,augmented,150,10,0.01,0.8,0.8,1.0,0.1,3,42,True,,5,5,0,0.30640384688315636,0.30640384688315636,-0.24001235008445168,0.30093581564533645,0.30093581564533645,-0.23745065400093446,4.490936056859512,-3.4909360568595127,-419.33614962936497
China,augmented,100,10,0.01,0.8,1.0,0.0,0.1,1,42,True,,5,5,0,0.30622008303361514,0.30622008303361514,-0.20346803672010064,0.30149711812655566,0.30149711812655566,-0.20068397786833767,4.400271336052955,-3.4002713360529553,-449.228586562347
China,augmented,100,10,0.01,0.8,0.8,0.0,0.1,1,42,True,,5,5,0,0.30628154737700697,0.30628154737700697,-0.20357877391324858,0.3015391155592644,0.3015391155592644,-0.20075964251487824,4.4003790136478305,-3.4003790136478313,-449.2306028557129
China,augmented,50,10,0.05,0.8,0.8,5.0,0.1,1,42,True,,5,5,0,0.31416756984375455,0.31416756984375455,-0.2455922401291753,0.3081424715211162,0.3081424715211162,-0.24238319073625356,4.659974288013876,-3.6599742880138764,-442.35359102173726
China,augmented,50,10,0.05,0.8,1.0,5.0,0.1,1,42,True,,5,5,0,0.3147517273759166,0.3147517273759166,-0.24531982193722923,0.3085860954811343,0.3085860954811343,-0.2419911046697612,4.661193326212325,-3.6611933262123246,-442.38802009333057
China,augmented,100,10,0.01,1.0,1.0,1.0,0.0,1,42,True,,5,5,0,0.3146922623701925,0.3146922623701925,-0.1656658171060258,0.30953242168570994,0.30953242168570994,-0.1623003260831547,4.591612114954492,-3.5916121149544913,-548.6730133588572
China,augmented,100,10,0.01,1.0,0.8,1.0,0.0,1,42,True,,5,5,0,0.31470676012567533,0.31470676012567533,-0.1656897745342672,0.3095541505589628,0.3095541505589628,-0.16233595364857373,4.591645433996289,-3.591645433996289,-548.675559858593
China,augmented,50,10,0.05,0.8,1.0,5.0,0.1,3,42,True,,5,5,0,0.3166345350380567,0.3166345350380567,-0.2520731214044525,0.31078685237835285,0.31078685237835285,-0.2493734796650468,4.786803100333531,-3.7868031003335303,-450.3883425101329
China,augmented,50,10,0.05,0.8,0.8,5.0,0.1,3,42,True,,5,5,0,0.31671481591467643,0.31671481591467643,-0.253289146243889,0.31090781106422777,0.31090781106422777,-0.2507641306915785,4.787300662733169,-3.787300662733169,-450.39790524871097
China,augmented,100,10,0.01,0.8,1.0,0.0,0.1,3,42,True,,5,5,0,0.31949810533849465,0.31949810533849465,-0.23053927651574257,0.31441115378211376,0.31441115378211376,-0.2273443192665642,4.691902831370218,-3.691902831370218,-470.7697236813019
China,augmented,100,10,0.01,0.8,0.8,0.0,0.1,3,42,True,,5,5,0,0.3195336604600439,0.3195336604600439,-0.23105709097660507,0.3144361585475982,0.3144361585475982,-0.22785157433024383,4.692033546530005,-3.6920335465300047,-470.44120416942496
China,augmented,100,10,0.01,1.0,0.8,1.0,0.0,3,42,True,,5,5,0,0.3208986548067578,0.3208986548067578,-0.1946474514255267,0.31553000868107317,0.31553000868107317,-0.19073519132219413,4.730039980927635,-3.730039980927635,-552.7980691398894
China,augmented,100,10,0.01,1.0,1.0,1.0,0.0,3,42,True,,5,5,0,0.3209105422840759,0.3209105422840759,-0.1945595965641177,0.3155446845553362,0.3155446845553362,-0.19065584212076497,4.730019900833373,-3.7300199008333728,-553.0625222342265
China,augmented,100,10,0.01,0.8,1.0,1.0,0.0,1,42,True,,5,5,0,0.3257177942908273,0.3257177942908273,-0.16885548401544773,0.320362926971122,0.320362926971122,-0.16528927064878576,4.7641002990616235,-3.7641002990616235,-591.6730316092685
China,augmented,100,10,0.01,0.8,0.8,1.0,0.0,1,42,True,,5,5,0,0.3258564870813999,0.3258564870813999,-0.16910535978878788,0.3204845323673927,0.3204845323673927,-0.16550836092961457,4.76435644748617,-3.7643564474861706,-591.6772466851843
China,augmented,50,10,0.05,1.0,0.8,10.0,0.0,1,42,True,,5,5,0,0.3311639786817799,0.3311639786817799,-0.22332061585491947,0.3252731468975091,0.3252731468975091,-0.21911719824267412,4.993602948446919,-3.9936029484469193,-568.6840878957473
China,augmented,50,10,0.05,1.0,1.0,10.0,0.0,1,42,True,,5,5,0,0.33116398828758464,0.33116398828758464,-0.22332063316121115,0.32527315583820576,0.32527315583820576,-0.21911721435067438,4.993602965711085,-3.9936029657110863,-568.6840882021185
China,augmented,50,10,0.05,1.0,0.8,10.0,0.0,3,42,True,,5,5,0,0.3345688747625547,0.3345688747625547,-0.22670345801995548,0.32793511650334234,0.32793511650334234,-0.22121049797806278,5.011497899611309,-4.011497899611309,-574.5189922892827
China,augmented,50,10,0.05,1.0,1.0,10.0,0.0,3,42,True,,5,5,0,0.3345911947004674,0.3345911947004674,-0.22672244194010535,0.3279484865702235,0.3279484865702235,-0.2212109041826479,5.011529094624846,-4.011529094624846,-574.5181834973342
China,augmented,100,10,0.1,1.0,1.0,0.0,1.0,3,42,True,,5,5,0,0.3369110313515656,0.3369110313515656,-0.46347763170540734,0.3298859123587155,0.3298859123587155,-0.45846089135301515,5.578695134058698,-4.578695134058699,-343.84043576693745
China,augmented,150,10,0.1,1.0,1.0,0.0,1.0,3,42,True,,5,5,0,0.3369110313515656,0.3369110313515656,-0.46347763170540734,0.3298859123587155,0.3298859123587155,-0.45846089135301515,5.578695134058698,-4.578695134058699,-343.84043576693745
China,augmented,150,10,0.05,1.0,1.0,0.0,1.0,3,42,True,,5,5,0,0.3369351961417015,0.3369351961417015,-0.46344792859249384,0.3299248213395023,0.3299248213395023,-0.45840280895603724,5.57904002373408,-4.57904002373408,-343.98081996926277
China,augmented,100,10,0.1,1.0,0.8,0.0,1.0,3,42,True,,5,5,0,0.3369611489798746,0.3369611489798746,-0.46339895587204394,0.32993211266393896,0.32993211266393896,-0.45839149234931575,5.579108820174872,-4.579108820174873,-344.2760899868789
China,augmented,150,10,0.1,1.0,0.8,0.0,1.0,3,42,True,,5,5,0,0.3369611489798746,0.3369611489798746,-0.46339895587204394,0.32993211266393896,0.32993211266393896,-0.45839149234931575,5.579108820174872,-4.579108820174873,-344.2760899868789
China,augmented,100,10,0.1,1.0,0.8,1.0,1.0,3,42,True,,5,5,0,0.336933111497882,0.336933111497882,-0.4635030353111893,0.3299332133940899,0.3299332133940899,-0.45843841530112533,5.579769400510343,-4.579769400510344,-343.82603773989683
China,augmented,150,10,0.1,1.0,0.8,1.0,1.0,3,42,True,,5,5,0,0.336933111497882,0.336933111497882,-0.4635030353111893,0.3299332133940899,0.3299332133940899,-0.45843841530112533,5.579769400510343,-4.579769400510344,-343.82603773989683
China,augmented,100,10,0.1,1.0,1.0,1.0,1.0,3,42,True,,5,5,0,0.3369350301665121,0.3369350301665121,-0.463499751270234,0.3299354962519848,0.3299354962519848,-0.4584344683697272,5.57977130282848,-4.5797713028284806,-343.8456460735506
China,augmented,150,10,0.1,1.0,1.0,1.0,1.0,3,42,True,,5,5,0,0.3369350301665121,0.3369350301665121,-0.463499751270234,0.3299354962519848,0.3299354962519848,-0.4584344683697272,5.57977130282848,-4.5797713028284806,-343.8456460735506
China,augmented,150,10,0.05,1.0,0.8,0.0,1.0,3,42,True,,5,5,0,0.33695605857856037,0.33695605857856037,-0.46340754956958047,0.3299492964967632,0.3299492964967632,-0.458355437551511,5.57908725613598,-4.57908725613598,-344.16862994275203
China,augmented,150,10,0.1,0.8,0.8,0.0,1.0,3,42,True,,5,5,0,0.3369998783723926,0.3369998783723926,-0.46327247208645617,0.33002407704289194,0.33002407704289194,-0.458163279818261,5.579330328992659,-4.579330328992659,-344.3568728837949
China,augmented,150,10,0.1,1.0,0.8,5.0,1.0,3,42,True,,5,5,0,0.33702751834922645,0.33702751834922645,-0.4635215827947297,0.33002786305542225,0.33002786305542225,-0.4584577642556897,5.582435203257164,-4.582435203257164,-344.1646446384324
China,augmented,150,10,0.1,0.8,1.0,0.0,1.0,3,42,True,,5,5,0,0.3370244991285567,0.3370244991285567,-0.46322512476852973,0.3300538610182249,0.3300538610182249,-0.45810596184832153,5.579387650841381,-4.579387650841381,-344.5803175987161
China,augmented,150,10,0.1,1.0,1.0,5.0,1.0,3,42,True,,5,5,0,0.33708355958538805,0.33708355958538805,-0.4634130465853312,0.33009749171133274,0.33009749171133274,-0.4583229230028688,5.582572421470899,-4.5825724214709,-344.6690250818648
China,augmented,150,10,0.05,1.0,1.0,0.0,1.0,1,42,True,,5,5,0,0.3372162323459242,0.3372162323459242,-0.4629199856958084,0.33022092920537227,0.33022092920537227,-0.4578454430087855,5.579752020124556,-4.579752020124556,-346.49548584615314
China,augmented,100,10,0.1,1.0,0.8,0.0,1.0,1,42,True,,5,5,0,0.3372292561975131,0.3372292561975131,-0.46261729735840085,0.3302310169189715,0.3302310169189715,-0.4575715134325648,5.579765060120238,-4.579765060120238,-345.19919722044324
China,augmented,150,10,0.1,1.0,0.8,0.0,1.0,1,42,True,,5,5,0,0.3372292561975131,0.3372292561975131,-0.46261729735840085,0.3302310169189715,0.3302310169189715,-0.4575715134325648,5.579765060120238,-4.579765060120238,-345.19919722044324
China,augmented,150,10,0.05,1.0,0.8,0.0,1.0,1,42,True,,5,5,0,0.3372344498762284,0.3372344498762284,-0.46288461377202283,0.3302423682510399,0.3302423682510399,-0.4578038355837501,5.579793552509063,-4.579793552509063,-346.65949152037126
China,augmented,100,10,0.1,1.0,1.0,0.0,1.0,1,42,True,,5,5,0,0.33724267853710554,0.33724267853710554,-0.46258970608186223,0.3302474316656136,0.3302474316656136,-0.4575381261542672,5.5798003332234805,-4.5798003332234805,-345.31143145617335
China,augmented,150,10,0.1,1.0,1.0,0.0,1.0,1,42,True,,5,5,0,0.33724267853710554,0.33724267853710554,-0.46258970608186223,0.3302474316656136,0.3302474316656136,-0.4575381261542672,5.5798003332234805,-4.5798003332234805,-345.31143145617335
China,augmented,150,10,0.05,1.0,1.0,1.0,1.0,3,42,True,,5,5,0,0.3373550778252147,0.3373550778252147,-0.4625842278513434,0.3303494594506466,0.3303494594506466,-0.45753365039839294,5.581351953330459,-4.58135195333046,-346.79993083206637
China,augmented,150,10,0.1,0.8,0.8,1.0,1.0,3,42,True,,5,5,0,0.3373325464568633,0.3373325464568633,-0.4625616132109863,0.33037337879459494,0.33037337879459494,-0.45742678698417,5.58238531669228,-4.58238531669228,-345.8818151992501
China,augmented,150,10,0.05,1.0,0.8,1.0,1.0,3,42,True,,5,5,0,0.33737326725173616,0.33737326725173616,-0.46254902241128565,0.33037825668971177,0.33037825668971177,-0.45747791365086343,5.5814089211314535,-4.5814089211314535,-346.9643698700909
China,augmented,150,10,0.05,1.0,1.0,1.0,1.0,1,42,True,,5,5,0,0.3374925484516422,0.3374925484516422,-0.46233954916553827,0.3305387901588821,0.3305387901588821,-0.4571865050441467,5.581505103090942,-4.581505103090942,-348.13667429725325
China,augmented,150,10,0.05,1.0,0.8,1.0,1.0,1,42,True,,5,5,0,0.3375204994233396,0.3375204994233396,-0.46228545035942775,0.33057347857202524,0.33057347857202524,-0.4571193659923374,5.581572539003435,-4.581572539003435,-348.38988446348924
China,augmented,150,10,0.1,0.8,1.0,1.0,1.0,3,42,True,,5,5,0,0.3375386376084015,0.3375386376084015,-0.46216260589861957,0.3306255255341076,0.3306255255341076,-0.4569386277459939,5.582883501077795,-4.582883501077795,-347.74408750749706
China,augmented,100,10,0.1,1.0,1.0,1.0,1.0,1,42,True,,5,5,0,0.33779964805935675,0.33779964805935675,-0.46118988252351556,0.33086001896108624,0.33086001896108624,-0.45606819501228824,5.582224214980728,-4.582224214980728,-347.9157878222028
China,augmented,150,10,0.1,1.0,1.0,1.0,1.0,1,42,True,,5,5,0,0.33779964805935675,0.33779964805935675,-0.46118988252351556,0.33086001896108624,0.33086001896108624,-0.45606819501228824,5.582224214980728,-4.582224214980728,-347.9157878222028
China,augmented,100,10,0.1,1.0,0.8,1.0,1.0,1,42,True,,5,5,0,0.33780679746595116,0.33780679746595116,-0.4611760449236876,0.33086844314630265,0.33086844314630265,-0.4560518900921018,5.58224072346155,-4.58224072346155,-347.98052249293886
China,augmented,150,10,0.1,1.0,0.8,1.0,1.0,1,42,True,,5,5,0,0.33780679746595116,0.33780679746595116,-0.4611760449236876,0.33086844314630265,0.33086844314630265,-0.4560518900921018,5.58224072346155,-4.58224072346155,-347.98052249293886
China,augmented,100,10,0.1,1.0,0.8,5.0,1.0,3,42,True,,5,5,0,0.33828391143041514,0.33828391143041514,-0.4611981742436318,0.33129208250711795,0.33129208250711795,-0.45615848945039056,5.595836209248648,-4.595836209248648,-351.9082915144143
China,augmented,100,10,0.1,1.0,1.0,5.0,1.0,3,42,True,,5,5,0,0.33834234022588106,0.33834234022588106,-0.46108490111665495,0.3313636878020608,0.3313636878020608,-0.45601969539344117,5.59597789073825,-4.59597789073825,-352.4396455698209
China,augmented,150,10,0.1,1.0,1.0,10.0,1.0,3,42,True,,5,5,0,0.3384658323074672,0.3384658323074672,-0.4610314232019069,0.33146867216373915,0.33146867216373915,-0.4560050677548378,5.598254820402564,-4.598254820402565,-353.4963242742532
China,augmented,150,10,0.1,1.0,0.8,10.0,1.0,3,42,True,,5,5,0,0.33849742107646863,0.33849742107646863,-0.46096993836856875,0.33150428090985057,0.33150428090985057,-0.45593577153269554,5.598315427991205,-4.598315427991205,-353.78524939453365
China,augmented,100,10,0.01,0.8,1.0,1.0,0.0,3,42,True,,5,5,0,0.3372002864718072,0.3372002864718072,-0.1986686225094143,0.3315227352529311,0.3315227352529311,-0.1944578661131329,4.974444046378876,-3.9744440463788755,-602.2571008154036
China,augmented,100,10,0.1,0.8,0.8,0.0,1.0,3,42,True,,5,5,0,0.33850743483553847,0.33850743483553847,-0.4596746848657401,0.33156820400427217,0.33156820400427217,-0.45455379754860364,5.591138548177899,-4.591138548177899,-351.3069309837209
China,augmented,100,10,0.1,0.8,1.0,0.0,1.0,3,42,True,,5,5,0,0.3385547743925985,0.3385547743925985,-0.45958305966048896,0.331625455010637,0.331625455010637,-0.4544429888394651,5.591250657159895,-4.591250657159895,-351.73784086748555
China,augmented,50,10,0.1,1.0,1.0,0.0,1.0,3,42,True,,5,5,0,0.338601471344459,0.338601471344459,-0.4601383464981678,0.33164605707670686,0.33164605707670686,-0.4550251658096275,5.592697337996886,-4.592697337996887,-354.4144495558072
China,augmented,150,10,0.1,0.8,0.8,1.0,1.0,1,42,True,,5,5,0,0.3383828025562523,0.3383828025562523,-0.4598889625918681,0.33165290024872063,0.33165290024872063,-0.454368226275521,5.584655529568588,-4.584655529568588,-352.1427082471124
China,augmented,50,10,0.1,1.0,0.8,0.0,1.0,3,42,True,,5,5,0,0.3386349636262108,0.3386349636262108,-0.4600733500513455,0.3316756127848768,0.3316756127848768,-0.4549677729136503,5.592749501218889,-4.59274950121889,-354.7208393446413
China,augmented,100,10,0.01,0.8,0.8,1.0,0.0,3,42,True,,5,5,0,0.33737350505605795,0.33737350505605795,-0.19908276031824296,0.3316820864546591,0.3316820864546591,-0.19486234704413632,4.9748583887021125,-3.9748583887021125,-602.8345448031424
China,augmented,150,10,0.1,0.8,1.0,1.0,1.0,1,42,True,,5,5,0,0.3384121656230281,0.3384121656230281,-0.4598634241183891,0.33168639302994246,0.33168639302994246,-0.45433622360536347,5.5847174953159975,-4.5847174953159975,-352.5831562186132
China,augmented,150,10,0.1,1.0,0.8,5.0,1.0,1,42,True,,5,5,0,0.33897012119036735,0.33897012119036735,-0.4590008831327448,0.331815826239019,0.331815826239019,-0.45430351787697115,5.586214708125861,-4.586214708125861,-357.60283896054995
China,augmented,100,10,0.05,1.0,1.0,0.0,1.0,3,42,True,,5,5,0,0.3387918003946991,0.3387918003946991,-0.45979041852088576,0.3318463938757324,0.3318463938757324,-0.4546635345591641,5.594937835676244,-4.594937835676244,-355.41875828302574
China,augmented,100,10,0.05,1.0,0.8,0.0,1.0,3,42,True,,5,5,0,0.3387962313655041,0.3387962313655041,-0.45978184242438863,0.3318522388562107,0.3318522388562107,-0.4546522216621014,5.594949258112046,-4.594949258112046,-355.45932492729565
China,augmented,50,10,0.1,1.0,0.8,0.0,1.0,1,42,True,,5,5,0,0.3388208850541098,0.3388208850541098,-0.459245768816164,0.33187947445358273,0.33187947445358273,-0.4541190951708577,5.590004434967206,-4.590004434967206,-355.43314957787874
China,augmented,50,10,0.1,1.0,1.0,0.0,1.0,1,42,True,,5,5,0,0.3388255894767904,0.3388255894767904,-0.4592372379002887,0.3318852844163322,0.3318852844163322,-0.45410842906160254,5.590015786566799,-4.590015786566799,-355.4794079385354
China,augmented,150,10,0.1,0.8,1.0,0.0,1.0,1,42,True,,5,5,0,0.3386843507280019,0.3386843507280019,-0.45937680395800146,0.33189658666770094,0.33189658666770094,-0.4539636162142913,5.582819298133483,-4.582819298133483,-356.6301946967575
China,augmented,100,10,0.05,1.0,1.0,0.0,1.0,1,42,True,,5,5,0,0.3389646137425599,0.3389646137425599,-0.45923564338081074,0.33203121791402934,0.33203121791402934,-0.45407602927136503,5.591800613592614,-4.591800613592615,-357.50911864757813
China,augmented,100,10,0.05,1.0,0.8,0.0,1.0,1,42,True,,5,5,0,0.3389659328958396,0.3389659328958396,-0.4592331291226426,0.332033198278352,0.332033198278352,-0.45407223538682134,5.591804410464954,-4.591804410464954,-357.5214492747953
China,augmented,150,10,0.1,0.8,0.8,0.0,1.0,1,42,True,,5,5,0,0.3389337627285081,0.3389337627285081,-0.45889406970449953,0.3321651882007265,0.3321651882007265,-0.45344374082629313,5.5833455541887185,-4.5833455541887185,-358.92147046687927
