country,feature_set,n_steps,n_blocks,function,solver,alpha,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
Canada,baseline,1,2,hyperbolic,svd,0.1,True,,5,5,0,0.20702487948689444,0.20702487948689444,-2.2174360906544592,0.17885588915703846,0.17885588915703846,-2.232229766863124,8.501796740746974,-7.501796740746974,-4.369027263703909
Canada,baseline,1,2,hyperbolic,lsqr,0.1,True,,5,5,0,0.20702982875869397,0.20702982875869397,-2.217414668012997,0.17886505710900333,0.17886505710900333,-2.2321916460017808,8.501475237699763,-7.501475237699763,-4.369657466500245
Canada,baseline,1,1,hyperbolic,svd,0.01,True,,5,5,0,0.22027073211211046,0.22027073211211046,-1.1111057248249985,0.18625374233642752,0.18625374233642752,-1.0569246300405124,6.950138669640675,-5.950138669640674,-15.435445705374667
Canada,baseline,1,1,hyperbolic,cholesky,0.01,True,,5,5,0,0.22027073211211143,0.22027073211211143,-1.1111057248249963,0.18625374233642789,0.18625374233642789,-1.056924630040513,6.9501386696406655,-5.950138669640666,-15.435445705374809
Canada,baseline,1,1,hyperbolic,lsqr,0.01,True,,5,5,0,0.22027541223763408,0.22027541223763408,-1.1110984919976175,0.18626144331064606,0.18626144331064606,-1.0569345835659196,6.950115240847694,-5.950115240847692,-15.4356422369295
Canada,baseline,1,1,hyperbolic,svd,0.001,True,,5,5,0,0.23403807480144695,0.23403807480144695,-0.73562963263248,0.18888214002949927,0.18888214002949927,-0.6702902161364637,6.715391316111068,-5.715391316111067,-22.698120071561913
Canada,baseline,1,1,hyperbolic,cholesky,0.001,True,,5,5,0,0.2340380748014522,0.2340380748014522,-0.735629632632463,0.18888214002950127,0.18888214002950127,-0.6702902161364538,6.715391316110981,-5.71539131611098,-22.698120071562766
Canada,baseline,1,1,hyperbolic,lsqr,0.001,True,,5,5,0,0.23406413998913655,0.23406413998913655,-0.7355006925814604,0.18891491814088174,0.18891491814088174,-0.6700412033771982,6.7154846336774385,-5.715484633677439,-22.69879430936574
Canada,baseline,1,1,hyperbolic,lsqr,0.1,True,,5,5,0,0.22477625315740507,0.22477625315740507,-1.6944973708258657,0.1947016455625465,0.1947016455625465,-1.6487258030651712,6.611873279673302,-5.611873279673302,-9.848999341939725
Canada,baseline,1,1,hyperbolic,svd,0.1,True,,5,5,0,0.22478149086078777,0.22478149086078777,-1.6944314121318507,0.1947061028633329,0.1947061028633329,-1.6486373255403195,6.611871189267123,-5.611871189267122,-9.84967692779059
Canada,baseline,1,1,hyperbolic,cholesky,0.1,True,,5,5,0,0.22478149086078786,0.22478149086078786,-1.6944314121318491,0.19470610286333298,0.19470610286333298,-1.648637325540318,6.611871189267111,-5.611871189267111,-9.849676927790629
Canada,baseline,1,1,hyperbolic,cholesky,0.0001,True,,5,5,0,0.24186000279321979,0.24186000279321979,-0.7844148871174592,0.19672055522654427,0.19672055522654427,-0.8080491426233645,7.16075694085595,-6.16075694085595,-24.483573214057298
Canada,baseline,1,1,hyperbolic,svd,0.0001,True,,5,5,0,0.24186000279321926,0.24186000279321926,-0.7844148871174851,0.19672055522654497,0.19672055522654497,-0.8080491426233827,7.160756940856444,-6.160756940856444,-24.483573214056626
Canada,baseline,1,1,hyperbolic,lsqr,0.0001,True,,5,5,0,0.2418545944595659,0.2418545944595659,-0.7841005285031448,0.19673313578141527,0.19673313578141527,-0.807746907977361,7.160732999354252,-6.160732999354253,-24.48364765489375
Canada,baseline,1,5,hyperbolic,lsqr,0.0001,True,,5,5,0,0.29764668112456333,0.29764668112456333,-0.6737080605696522,0.21555965112695458,0.21555965112695458,-0.814369727453282,4.748080968735739,-3.7480809687357386,-11.225384965618337
Canada,baseline,1,5,hyperbolic,svd,0.0001,True,,5,5,0,0.297646681130206,0.297646681130206,-0.673708060559574,0.21555965113563774,0.21555965113563774,-0.8143697274371373,4.748080968752794,-3.7480809687527943,-11.22538496777064
