country,feature_set,n_steps,n_blocks,function,solver,alpha,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
China,baseline,1,1,hyperbolic,cholesky,0.0001,True,,5,5,0,0.07189534000291314,0.07189534000291314,0.04135285774195159,0.05995038877768977,0.05995038877768977,0.04351512445991946,0.3444121352075971,0.6555878647924029,-9.74935808261569
China,baseline,1,1,hyperbolic,lsqr,0.1,True,,5,5,0,0.06681206184268779,0.06681206184268779,0.010125488729929698,0.06042755252499081,0.06042755252499081,0.018956924233521938,0.46861192523691,0.53138807476309,-28.669957122401534
China,baseline,1,1,hyperbolic,cholesky,0.1,True,,5,5,0,0.0668159366875581,0.0668159366875581,0.01015360131249764,0.06043072435955088,0.06043072435955088,0.018984485842025785,0.46855816242647236,0.5314418375735276,-28.67387894653853
China,baseline,1,1,hyperbolic,svd,0.1,True,,5,5,0,0.06681593668755817,0.06681593668755817,0.010153601312498045,0.060430724359550936,0.060430724359550936,0.018984485842025816,0.4685581624264746,0.5314418375735255,-28.67387894653883
China,baseline,1,5,hyperbolic,lsqr,0.0001,True,,5,5,0,0.07753111003233504,0.07753111003233504,0.033510405996129075,0.062293915109909156,0.062293915109909156,0.024430893873230126,0.44975796936798196,0.550242030632018,-9.588264428815052
China,baseline,1,5,hyperbolic,svd,0.0001,True,,5,5,0,0.07753354151952414,0.07753354151952414,0.03351889049039254,0.062295311539478905,0.062295311539478905,0.024435776909139676,0.44976165907718063,0.5502383409228193,-9.588279535652457
China,baseline,1,5,hyperbolic,cholesky,0.0001,True,,5,5,0,0.07753354151952839,0.07753354151952839,0.03351889049039765,0.06229531153948196,0.06229531153948196,0.024435776909133896,0.44976165907718446,0.5502383409228155,-9.588279535650875
China,baseline,1,4,hyperbolic,svd,0.01,True,,5,5,0,0.08108866304965275,0.08108866304965275,-0.08391414740942063,0.0646365174632847,0.0646365174632847,-0.0588697163063822,0.5109055935408081,0.4890944064591919,-28.094049457974478
China,baseline,1,4,hyperbolic,cholesky,0.01,True,,5,5,0,0.08108866304965276,0.08108866304965276,-0.08391414740942145,0.06463651746328473,0.06463651746328473,-0.05886971630638288,0.5109055935408089,0.4890944064591912,-28.0940494579743
China,baseline,1,4,hyperbolic,lsqr,0.01,True,,5,5,0,0.0811220653263544,0.0811220653263544,-0.08392406874788627,0.06465932765363952,0.06465932765363952,-0.05886715904702979,0.5109801201065338,0.48901987989346624,-28.156926556439366
China,baseline,1,5,hyperbolic,lsqr,0.001,True,,5,5,0,0.08820312177341805,0.08820312177341805,-0.08754123479230506,0.0738251120127481,0.0738251120127481,-0.07076267620482476,1.2058134264539744,-0.20581342645397444,-20.52491764578889
China,baseline,1,5,hyperbolic,svd,0.001,True,,5,5,0,0.08823684335594588,0.08823684335594588,-0.08747702325283155,0.07384690786909229,0.07384690786909229,-0.07072096991302508,1.2058553603747857,-0.20585536037478577,-20.602249799952446
China,baseline,1,5,hyperbolic,cholesky,0.001,True,,5,5,0,0.08823684335594842,0.08823684335594842,-0.08747702325283324,0.07384690786909424,0.07384690786909424,-0.07072096991302912,1.2058553603747906,-0.2058553603747905,-20.602249799956997
China,baseline,1,2,hyperbolic,lsqr,0.001,True,,5,5,0,0.10527379304359559,0.10527379304359559,-0.0344408011750005,0.07614891497645043,0.07614891497645043,-0.06586777950795604,1.0854135173588233,-0.08541351735882338,-205.40607547649142
China,baseline,1,2,hyperbolic,cholesky,0.001,True,,5,5,0,0.10581403169030583,0.10581403169030583,-0.03585690110448416,0.07647413020208817,0.07647413020208817,-0.06733610440655192,1.1140378611104944,-0.11403786111049455,-208.25061107268795
China,baseline,1,2,hyperbolic,svd,0.001,True,,5,5,0,0.1058140316903103,0.1058140316903103,-0.0358569011044908,0.07647413020209107,0.07647413020209107,-0.06733610440655777,1.114037861110559,-0.11403786111055905,-208.2506110727063
China,baseline,1,3,hyperbolic,svd,0.01,True,,5,5,0,0.09945483975120692,0.09945483975120692,0.120937943523071,0.07807090227803329,0.07807090227803329,0.08778844622673945,0.424548368193513,0.5754516318064871,-133.10674668817188
China,baseline,1,3,hyperbolic,cholesky,0.01,True,,5,5,0,0.09945483975120782,0.09945483975120782,0.12093794352307197,0.07807090227803377,0.07807090227803377,0.08778844622674001,0.4245483681935126,0.5754516318064874,-133.106746688179
China,baseline,1,3,hyperbolic,lsqr,0.01,True,,5,5,0,0.09962159062204397,0.09962159062204397,0.12128380374206615,0.07815584693986626,0.07815584693986626,0.08795986589993507,0.4247558586099206,0.5752441413900794,-133.91623950878483
China,baseline,1,3,hyperbolic,cholesky,0.0001,True,,5,5,0,0.09811578980775419,0.09811578980775419,0.04819054270398543,0.08532840704568363,0.08532840704568363,0.05168382484772911,0.5997934022587069,0.4002065977412931,-59.662085111019465
China,baseline,1,3,hyperbolic,svd,0.0001,True,,5,5,0,0.09811578980826323,0.09811578980826323,0.04819054270495528,0.0853284070459623,0.0853284070459623,0.05168382484825923,0.599793402259172,0.40020659774082806,-59.662085112991996
China,baseline,1,1,hyperbolic,lsqr,0.0,True,,5,5,0,0.1020863596329099,0.1020863596329099,-0.065306787024261,0.08562712779532548,0.08562712779532548,-0.042397140397265956,0.5224376211014532,0.47756237889854675,-14.9772491829271
China,baseline,1,1,hyperbolic,svd,0.0,True,,5,5,0,0.10208927710658404,0.10208927710658404,-0.06531218619063255,0.08564047561263285,0.08564047561263285,-0.04242164168409875,0.5224577179501984,0.4775422820498017,-14.97737421949287
China,baseline,1,1,hyperbolic,cholesky,0.0,True,,5,5,0,0.1037937775721554,0.1037937775721554,-0.06770138431992144,0.08668533320566904,0.08668533320566904,-0.043886218466001936,0.5239251860814511,0.47607481391854894,-16.299190804276215
China,baseline,1,3,hyperbolic,lsqr,0.0001,True,,5,5,0,0.10198752281549923,0.10198752281549923,0.0558521277085124,0.08740559966885963,0.08740559966885963,0.055947891992624156,0.6034230655433178,0.3965769344566822,-75.0347286418251
China,baseline,1,5,hyperbolic,svd,0.01,True,,5,5,0,0.12727828066073074,0.12727828066073074,-0.08405220958185647,0.09668726695325938,0.09668726695325938,-0.08555203340623227,0.4565942724183284,0.5434057275816716,-192.9380041716522
China,baseline,1,5,hyperbolic,cholesky,0.01,True,,5,5,0,0.1272782806607307,0.1272782806607307,-0.08405220958185713,0.0966872669532594,0.0966872669532594,-0.08555203340623307,0.45659427241832995,0.54340572758167,-192.93800417165136
China,baseline,1,5,hyperbolic,lsqr,0.01,True,,5,5,0,0.12728232645523577,0.12728232645523577,-0.08404277786220807,0.0966887802884474,0.0966887802884474,-0.08554604539217692,0.45658283474617906,0.5434171652538209,-192.97080531154677
China,baseline,1,2,hyperbolic,lsqr,0.0001,True,,5,5,0,0.12654681710316265,0.12654681710316265,-0.6690727995881638,0.10014354413592623,0.10014354413592623,-0.536227070475998,2.833171208079937,-1.833171208079937,-5.8121520366936466
China,baseline,1,4,hyperbolic,lsqr,0.0,True,,5,5,0,0.142816021293872,0.142816021293872,-0.2563831211027538,0.10442042111928966,0.10442042111928966,-0.17667983398862258,2.271694859501495,-1.271694859501495,-155.04145591478897
China,baseline,1,2,hyperbolic,cholesky,0.01,True,,5,5,0,0.1385278514666306,0.1385278514666306,-0.13362391241474106,0.10528181558585792,0.10528181558585792,-0.15375276790212777,0.9994256949255244,0.0005743050744757338,-246.63195378345827
China,baseline,1,2,hyperbolic,svd,0.01,True,,5,5,0,0.138527851466631,0.138527851466631,-0.1336239124147413,0.10528181558585796,0.10528181558585796,-0.15375276790212875,0.9994256949255304,0.0005743050744694723,-246.63195378346245
China,baseline,1,2,hyperbolic,cholesky,0.0001,True,,5,5,0,0.1338767558809704,0.1338767558809704,-0.6629212527554273,0.10528752383034942,0.10528752383034942,-0.5336523656411153,2.8578251852280094,-1.8578251852280094,-14.046613571326526
China,baseline,1,2,hyperbolic,svd,0.0001,True,,5,5,0,0.13387675588103093,0.13387675588103093,-0.6629212527553368,0.10528752383039597,0.10528752383039597,-0.5336523656411063,2.8578251852296246,-1.8578251852296244,-14.046613571377359
China,baseline,1,2,hyperbolic,lsqr,0.01,True,,5,5,0,0.13859286958439876,0.13859286958439876,-0.1340368531459927,0.10534718942024097,0.10534718942024097,-0.1542074015364833,0.9996026505897875,0.00039734941021238865,-246.7403510311467
China,baseline,1,4,hyperbolic,svd,0.0,True,,5,5,0,0.14343046615709748,0.14343046615709748,-0.25520562010244696,0.10570586698175713,0.10570586698175713,-0.17421565516634868,2.274184782785433,-1.274184782785433,-158.89166273627978
China,baseline,1,2,hyperbolic,lsqr,0.1,True,,5,5,0,0.1324968051995439,0.1324968051995439,-0.20958310611985853,0.10972477444433508,0.10972477444433508,-0.21746787541815316,1.1669176531842458,-0.16691765318424567,-51.27636244132793
China,baseline,1,2,hyperbolic,cholesky,0.1,True,,5,5,0,0.1324957461310266,0.1324957461310266,-0.20960954003071638,0.10972600048037637,0.10972600048037637,-0.21749873527280617,1.1671210562082952,-0.1671210562082952,-51.28151501753649
China,baseline,1,2,hyperbolic,svd,0.1,True,,5,5,0,0.1324957461310267,0.1324957461310267,-0.20960954003071636,0.10972600048037642,0.10972600048037642,-0.21749873527280625,1.1671210562082937,-0.1671210562082938,-51.281515017536925
China,baseline,1,4,hyperbolic,svd,0.0001,True,,5,5,0,0.17911109387792604,0.17911109387792604,0.15312681069362427,0.11475905427105064,0.11475905427105064,0.061226353225102656,0.9728134380073621,0.027186561992637893,-1115.654954991984
China,baseline,1,4,hyperbolic,cholesky,0.0001,True,,5,5,0,0.17911109387793736,0.17911109387793736,0.15312681069363832,0.11475905427105544,0.11475905427105544,0.06122635322510543,0.9728134380073806,0.02718656199261924,-1115.6549549921917
China,baseline,1,4,hyperbolic,lsqr,0.0001,True,,5,5,0,0.18068700447989566,0.18068700447989566,0.15614811564387407,0.11563176614910771,0.11563176614910771,0.06289890475154311,0.9745001108636642,0.025499889136336006,-1142.2157651086698
China,baseline,1,5,hyperbolic,cholesky,0.1,True,,5,5,0,0.13956522108330946,0.13956522108330946,-0.24315024126079193,0.13265658962112575,0.13265658962112575,-0.23987708388315981,2.0024520466703986,-1.0024520466703986,-45.33794423875256
China,baseline,1,5,hyperbolic,svd,0.1,True,,5,5,0,0.13956522108330946,0.13956522108330946,-0.24315024126079193,0.13265658962112575,0.13265658962112575,-0.23987708388315987,2.0024520466703986,-1.0024520466703986,-45.33794423875255
China,baseline,1,5,hyperbolic,lsqr,0.1,True,,5,5,0,0.13956639559008377,0.13956639559008377,-0.2431475234781743,0.1326574474392795,0.1326574474392795,-0.23987499542455354,2.0024538569431636,-1.0024538569431631,-45.34087354650951
China,baseline,1,3,hyperbolic,cholesky,0.1,True,,5,5,0,0.14687059929066842,0.14687059929066842,-0.4481567206726126,0.13303973499822302,0.13303973499822302,-0.4647542416346079,3.201615031201377,-2.2016150312013774,-32.38198289965031
China,baseline,1,3,hyperbolic,svd,0.1,True,,5,5,0,0.14687059929066834,0.14687059929066834,-0.4481567206726126,0.13303973499822302,0.13303973499822302,-0.4647542416346081,3.2016150312013787,-2.2016150312013787,-32.38198289965024
China,baseline,1,3,hyperbolic,lsqr,0.1,True,,5,5,0,0.1468860828791413,0.1468860828791413,-0.4481253103758259,0.13304606581089207,0.13304606581089207,-0.46474565046820954,3.2016549559263696,-2.201654955926369,-32.41876587262498
China,baseline,1,4,hyperbolic,svd,0.1,True,,5,5,0,0.1682122079397751,0.1682122079397751,-0.30266400297939966,0.15662599654269316,0.15662599654269316,-0.30588709882439813,2.5854547891328243,-1.585454789132824,-132.02297380727552
China,baseline,1,4,hyperbolic,cholesky,0.1,True,,5,5,0,0.1682122079397752,0.1682122079397752,-0.30266400297939944,0.1566259965426932,0.1566259965426932,-0.305887098824398,2.5854547891328243,-1.5854547891328246,-132.02297380727617
China,baseline,1,4,hyperbolic,lsqr,0.1,True,,5,5,0,0.16821324548347225,0.16821324548347225,-0.3026624771207751,0.15662670009427354,0.15662670009427354,-0.30588624616225824,2.585464896456659,-1.5854648964566591,-132.0278637109879
China,baseline,1,4,hyperbolic,cholesky,0.0,True,,5,5,0,0.24582918131451023,0.24582918131451023,-0.05888057438512093,0.1575646189777061,0.1575646189777061,-0.07478890121912789,2.374182965418804,-1.3741829654188038,-1463.6885353339626
China,baseline,1,5,hyperbolic,lsqr,0.0,True,,5,5,0,0.3155742109420088,0.3155742109420088,0.36377612366630085,0.19167403719198,0.19167403719198,0.15822103454703013,1.7779275319573493,-0.7779275319573495,-1461.3540815735582
China,baseline,1,5,hyperbolic,cholesky,0.0,True,,5,5,0,0.31557425356687263,0.31557425356687263,0.3637762847973025,0.19167404472451186,0.19167404472451186,0.15822109028790132,1.777927553266218,-0.7779275532662183,-1461.3540343865511
China,baseline,1,5,hyperbolic,svd,0.0,True,,5,5,0,0.3155742542431879,0.3155742542431879,0.36377627826946324,0.19167404515667835,0.19167404515667835,0.15822108609335966,1.7779275549855238,-0.7779275549855237,-1461.3540344021108
China,baseline,1,3,hyperbolic,lsqr,0.0,True,,5,5,0,0.2658110853654484,0.2658110853654484,0.23797757698797622,0.20285892494215982,0.20285892494215982,0.2076662845888026,1.2908301302787075,-0.2908301302787074,-589.8782482333165
China,baseline,1,2,hyperbolic,lsqr,0.0,True,,5,5,0,0.30451674502732434,0.30451674502732434,-0.7140841219971785,0.2224561837789795,0.2224561837789795,-0.5857724293071934,1.9955299521786451,-0.9955299521786449,-374.4282814069368
China,baseline,1,3,hyperbolic,svd,0.0,True,,5,5,0,0.3367828763624357,0.3367828763624357,0.30857767269458114,0.23273103921448612,0.23273103921448612,0.18056728027331856,2.748102371528585,-1.748102371528585,-1464.978824385556
China,baseline,1,2,hyperbolic,cholesky,0.0,True,,5,5,0,0.3115546495411853,0.3115546495411853,-1.2529390795563196,0.240171060013164,0.240171060013164,-0.9794446346652685,9.125183211288148,-8.125183211288148,-85.48621350793674
China,baseline,1,2,hyperbolic,svd,0.0,True,,5,5,0,0.31171862178025767,0.31171862178025767,-1.2545242308611548,0.24030901458461798,0.24030901458461798,-0.9807782681130117,9.125731702704218,-8.125731702704218,-85.50693689559515
China,baseline,1,3,hyperbolic,cholesky,0.0,True,,5,5,0,0.3406253389792823,0.3406253389792823,0.31669974113810095,0.24877030732462346,0.24877030732462346,0.21558959534384675,2.7803570776083526,-1.7803570776083526,-1530.0054904294823
India,augmented,1,1,hyperbolic,cholesky,0.1,True,,5,5,0,0.068478145853013,0.068478145853013,-5.77229937863314,0.05346864420770921,0.05346864420770921,-3.6651458514822353,0.3388367478544206,0.6611632521455795,-0.21234802816148873
India,augmented,1,1,hyperbolic,svd,0.1,True,,5,5,0,0.0684781458530129,0.0684781458530129,-5.772299378633123,0.053468644207709234,0.053468644207709234,-3.665145851482233,0.33883674785442053,0.6611632521455795,-0.2123480281614865
India,augmented,1,1,hyperbolic,lsqr,0.1,True,,5,5,0,0.06847794388044351,0.06847794388044351,-5.772258660894236,0.05346925144667081,0.05346925144667081,-3.6651194310533852,0.33882318757895086,0.6611768124210491,-0.21234248492984578
India,augmented,1,1,hyperbolic,lsqr,0.01,True,,5,5,0,0.07779401402020747,0.07779401402020747,-7.240803651613613,0.05692261008129077,0.05692261008129077,-4.272387428894595,0.36028742522133494,0.6397125747786652,-0.4125114429325681
India,augmented,1,1,hyperbolic,svd,0.01,True,,5,5,0,0.07778700624244729,0.07778700624244729,-7.238363794839574,0.05692656589276335,0.05692656589276335,-4.2749579861713185,0.3604256195221363,0.6395743804778637,-0.41237431860033713
India,augmented,1,1,hyperbolic,cholesky,0.01,True,,5,5,0,0.07778700624244733,0.07778700624244733,-7.238363794839621,0.05692656589276344,0.05692656589276344,-4.2749579861713745,0.3604256195221377,0.6395743804778623,-0.4123743186003354
India,augmented,1,1,hyperbolic,svd,0.001,True,,5,5,0,0.09927556797596467,0.09927556797596467,-9.027100080311047,0.07955816565706036,0.07955816565706036,-7.713096829925407,0.5512705763755241,0.448729423624476,-2.1117110490240276
India,augmented,1,1,hyperbolic,cholesky,0.001,True,,5,5,0,0.099275567975966,0.099275567975966,-9.027100080311317,0.07955816565706159,0.07955816565706159,-7.713096829925632,0.5512705763755361,0.44872942362446383,-2.1117110490240565
India,augmented,1,1,hyperbolic,lsqr,0.001,True,,5,5,0,0.0993115577806751,0.0993115577806751,-9.027233998163766,0.0795793597975694,0.0795793597975694,-7.713182997968668,0.5513175452104122,0.44868245478958785,-2.113603658928653
India,augmented,1,1,hyperbolic,lsqr,0.0001,True,,5,5,0,0.10472992584357536,0.10472992584357536,-10.376444048610697,0.09002984355510207,0.09002984355510207,-9.858760405545436,0.6615345239223285,0.33846547607767163,-3.518294360723954
India,augmented,1,1,hyperbolic,svd,0.0001,True,,5,5,0,0.10487239803146597,0.10487239803146597,-10.376679057569454,0.09015541313214906,0.09015541313214906,-9.858962950850223,0.6617646583420835,0.3382353416579164,-3.530450804146823
India,augmented,1,1,hyperbolic,cholesky,0.0001,True,,5,5,0,0.10487239803146915,0.10487239803146915,-10.376679057569612,0.09015541313215163,0.09015541313215163,-9.858962950850199,0.6617646583420785,0.33823534165792146,-3.530450804147096
India,augmented,1,1,hyperbolic,svd,0.0,True,,5,5,0,0.11050311177309335,0.11050311177309335,-10.63228135796911,0.09378893548944041,0.09378893548944041,-10.169909067111153,0.6848978938496049,0.31510210615039513,-4.113837390395316
India,augmented,1,1,hyperbolic,cholesky,0.0,True,,5,5,0,0.11050311177311305,0.11050311177311305,-10.632281357969756,0.09378893548945347,0.09378893548945347,-10.169909067111586,0.6848978938496406,0.31510210615035944,-4.1138373903972365
India,augmented,1,1,hyperbolic,lsqr,0.0,True,,5,5,0,0.11050351469617807,0.11050351469617807,-10.632315003554087,0.09378970103725297,0.09378970103725297,-10.169943181137949,0.6849018655072927,0.31509813449270735,-4.113866377673363
India,augmented,1,2,hyperbolic,lsqr,0.01,True,,5,5,0,0.11348369229081108,0.11348369229081108,-8.744213314409127,0.09571645255273716,0.09571645255273716,-7.6006096403239045,0.6377681990072566,0.3622318009927434,-2.536251558945699
India,augmented,1,2,hyperbolic,svd,0.01,True,,5,5,0,0.11347508491892051,0.11347508491892051,-8.7406423896761,0.09574423176366227,0.09574423176366227,-7.597626182309964,0.6377118541247743,0.36228814587522573,-2.535993118731718
India,augmented,1,2,hyperbolic,cholesky,0.01,True,,5,5,0,0.11347508491892053,0.11347508491892053,-8.740642389676044,0.09574423176366237,0.09574423176366237,-7.597626182309919,0.637711854124768,0.36228814587523195,-2.535993118731725
India,augmented,1,4,hyperbolic,svd,0.0,True,,5,5,0,0.12296735049568323,0.12296735049568323,-13.57024114154523,0.09802600518567339,0.09802600518567339,-9.717387881830017,0.7689690696547193,0.23103093034528074,-2.280856449501055
India,augmented,1,4,hyperbolic,cholesky,0.0,True,,5,5,0,0.1229673504957198,0.1229673504957198,-13.57024114154618,0.09802600518569844,0.09802600518569844,-9.717387881828492,0.7689690696547167,0.23103093034528333,-2.280856449503053
India,augmented,1,4,hyperbolic,lsqr,0.0,True,,5,5,0,0.1229690867732393,0.1229690867732393,-13.570751506168126,0.09802975297648002,0.09802975297648002,-9.718489758137412,0.7691011683950663,0.23089883160493377,-2.2809239274174145
India,augmented,1,2,hyperbolic,svd,0.1,True,,5,5,0,0.11912635366762973,0.11912635366762973,-10.76225475430091,0.10374999236169888,0.10374999236169888,-8.240279460293843,0.8102282485832077,0.1897717514167923,-2.4802485543476096
India,augmented,1,2,hyperbolic,cholesky,0.1,True,,5,5,0,0.11912635366762994,0.11912635366762994,-10.76225475430093,0.10374999236169899,0.10374999236169899,-8.240279460293877,0.8102282485832092,0.18977175141679084,-2.480248554347618
India,augmented,1,2,hyperbolic,lsqr,0.1,True,,5,5,0,0.11913121794451671,0.11913121794451671,-10.764348527104037,0.10375527506046789,0.10375527506046789,-8.242003947946305,0.8104838486977932,0.1895161513022066,-2.480364067946851
India,augmented,1,4,hyperbolic,cholesky,0.01,True,,5,5,0,0.1252422554921499,0.1252422554921499,-12.109439849884213,0.11264585716044359,0.11264585716044359,-10.130681453212938,0.6273568752473109,0.3726431247526891,-2.471948637263612
India,augmented,1,4,hyperbolic,svd,0.01,True,,5,5,0,0.12524225549215146,0.12524225549215146,-12.109439849884318,0.11264585716044515,0.11264585716044515,-10.130681453213096,0.627356875247324,0.37264312475267597,-2.4719486372637034
India,augmented,1,4,hyperbolic,lsqr,0.01,True,,5,5,0,0.1252657475260578,0.1252657475260578,-12.109364396820634,0.11266867248033967,0.11266867248033967,-10.130608173708158,0.6274223333071751,0.3725776666928249,-2.4735835454327266
India,augmented,1,3,hyperbolic,cholesky,0.0,True,,5,5,0,0.1513964105779643,0.1513964105779643,-12.451553498350261,0.11464964826696677,0.11464964826696677,-9.05849125348584,0.7347756852846259,0.26522431471537405,-4.186880284917147
India,augmented,1,3,hyperbolic,svd,0.0,True,,5,5,0,0.1513964105781125,0.1513964105781125,-12.451553498349067,0.11464964826709693,0.11464964826709693,-9.058491253487361,0.7347756852850317,0.2652243147149683,-4.186880284925104
India,augmented,1,3,hyperbolic,lsqr,0.0,True,,5,5,0,0.15139644739584884,0.15139644739584884,-12.45155331956266,0.11464989538335235,0.11464989538335235,-9.058490215475096,0.7347781178721254,0.2652218821278746,-4.186882232959965
India,augmented,1,5,hyperbolic,cholesky,0.01,True,,5,5,0,0.13197179103537068,0.13197179103537068,-17.15277291598697,0.11542753717218959,0.11542753717218959,-16.06010677133684,1.0950674411044428,-0.09506744110444294,-3.0535513228722513
India,augmented,1,5,hyperbolic,svd,0.01,True,,5,5,0,0.13197179103537063,0.13197179103537063,-17.152772915987008,0.11542753717218983,0.11542753717218983,-16.060106771336876,1.0950674411044417,-0.09506744110444158,-3.0535513228722353
India,augmented,1,5,hyperbolic,lsqr,0.01,True,,5,5,0,0.13197179103554296,0.13197179103554296,-17.152772915986755,0.11542753717317347,0.11542753717317347,-16.06010677133397,1.0950674411071202,-0.0950674411071201,-3.0535513228887488
India,augmented,1,5,hyperbolic,cholesky,0.1,True,,5,5,0,0.12430810612617545,0.12430810612617545,-13.969790879839522,0.11667511446210113,0.11667511446210113,-13.388936777984663,0.9497859278388707,0.050214072161129185,-2.174166778589617
India,augmented,1,5,hyperbolic,svd,0.1,True,,5,5,0,0.1243081061261756,0.1243081061261756,-13.969790879839527,0.11667511446210128,0.11667511446210128,-13.388936777984672,0.9497859278388713,0.05021407216112865,-2.174166778589629
India,augmented,1,5,hyperbolic,lsqr,0.1,True,,5,5,0,0.12430762388260541,0.12430762388260541,-13.968982056641874,0.11667543147813957,0.11667543147813957,-13.388188484448573,0.9497202800067244,0.05027971999327565,-2.174231059778909
India,augmented,1,3,hyperbolic,lsqr,0.001,True,,5,5,0,0.16241002929138784,0.16241002929138784,-22.304665149446425,0.12012185818183696,0.12012185818183696,-14.238048577498429,0.9530693732056192,0.04693062679438072,-4.052465320065085
India,augmented,1,3,hyperbolic,cholesky,0.001,True,,5,5,0,0.16247809084584297,0.16247809084584297,-22.30444437863749,0.12016621870257756,0.12016621870257756,-14.237898373886068,0.9532030956301061,0.04679690436989401,-4.057391186114097
India,augmented,1,3,hyperbolic,svd,0.001,True,,5,5,0,0.16247809084584403,0.16247809084584403,-22.304444378637708,0.12016621870257879,0.12016621870257879,-14.237898373886296,0.9532030956301127,0.04679690436988717,-4.057391186114164
India,augmented,1,3,hyperbolic,svd,0.0001,True,,5,5,0,0.16418502083514463,0.16418502083514463,-11.463605988568117,0.12211572855674728,0.12211572855674728,-8.617558439176202,0.7608491017508243,0.23915089824917568,-5.173542772208605
India,augmented,1,3,hyperbolic,cholesky,0.0001,True,,5,5,0,0.16418502083514225,0.16418502083514225,-11.463605988566869,0.12211572855674828,0.12211572855674828,-8.617558439175628,0.7608491017507935,0.23915089824920646,-5.17354277220863
India,augmented,1,3,hyperbolic,lsqr,0.0001,True,,5,5,0,0.16430104438350943,0.16430104438350943,-11.463239474347095,0.12218027821404058,0.12218027821404058,-8.617362285609214,0.761050516594326,0.238949483405674,-5.184787043252174
India,augmented,1,4,hyperbolic,lsqr,0.0001,True,,5,5,0,0.15552022234722576,0.15552022234722576,-15.094440838564163,0.1244242950002357,0.1244242950002357,-11.37164782248394,0.9340315010674072,0.06596849893259275,-3.8806425661198247
India,augmented,1,4,hyperbolic,svd,0.0001,True,,5,5,0,0.15552022262168172,0.15552022262168172,-15.094440837398533,0.12442429522446632,0.12442429522446632,-11.371647820916191,0.9340315015408589,0.06596849845914102,-3.8806425820237367
India,augmented,1,4,hyperbolic,cholesky,0.0001,True,,5,5,0,0.1555202226216979,0.1555202226216979,-15.094440837398597,0.12442429522448864,0.12442429522448864,-11.37164782091928,0.93403150154098,0.06596849845902009,-3.8806425820248167
India,augmented,1,3,hyperbolic,lsqr,0.1,True,,5,5,0,0.1477026972132987,0.1477026972132987,-15.141323023471298,0.13412694408379036,0.13412694408379036,-12.29358127249243,0.7631432995465408,0.23685670045345925,-3.4103873543694254
India,augmented,1,3,hyperbolic,svd,0.1,True,,5,5,0,0.147710758385277,0.147710758385277,-15.143823928564078,0.13413314979459662,0.13413314979459662,-12.294928372261882,0.7631568603716599,0.2368431396283402,-3.410840835275743
India,augmented,1,3,hyperbolic,cholesky,0.1,True,,5,5,0,0.14771075838527697,0.14771075838527697,-15.143823928564075,0.13413314979459665,0.13413314979459665,-12.294928372261882,0.7631568603716596,0.23684313962834028,-3.4108408352757444
India,augmented,1,2,hyperbolic,svd,0.0001,True,,5,5,0,0.15172691371938718,0.15172691371938718,-14.46745504509056,0.13456352965585294,0.13456352965585294,-12.896655925729013,1.1139187048803183,-0.11391870488031841,-4.241131042939843
India,augmented,1,2,hyperbolic,cholesky,0.0001,True,,5,5,0,0.15172691371947944,0.15172691371947944,-14.46745504509073,0.13456352965593296,0.13456352965593296,-12.89665592573068,1.1139187048806742,-0.11391870488067421,-4.241131042947353
India,augmented,1,4,hyperbolic,lsqr,0.1,True,,5,5,0,0.1491226938064112,0.1491226938064112,-16.402204373232586,0.1376434726779511,0.1376434726779511,-15.643162289864375,1.0136551675783967,-0.01365516757839651,-4.19080771396569
India,augmented,1,4,hyperbolic,svd,0.1,True,,5,5,0,0.1491350696661407,0.1491350696661407,-16.402161301279683,0.1376523291371663,0.1376523291371663,-15.643073778597369,1.01368128722061,-0.013681287220609928,-4.191933429550504
India,augmented,1,4,hyperbolic,cholesky,0.1,True,,5,5,0,0.1491350696661407,0.1491350696661407,-16.402161301279705,0.13765232913716638,0.13765232913716638,-15.643073778597387,1.0136812872206105,-0.013681287220610506,-4.191933429550501
India,augmented,1,2,hyperbolic,lsqr,0.0001,True,,5,5,0,0.1543091143437191,0.1543091143437191,-14.443265934739628,0.14078247947525938,0.14078247947525938,-12.860265437733327,1.1299441791822247,-0.12994417918222484,-4.461905129829637
India,augmented,1,3,hyperbolic,svd,0.01,True,,5,5,0,0.16657526153917193,0.16657526153917193,-7.454435109494575,0.1430304538529707,0.1430304538529707,-5.968550472996496,0.6410940284407249,0.35890597155927517,-7.428133171482928
India,augmented,1,3,hyperbolic,cholesky,0.01,True,,5,5,0,0.16657526153917235,0.16657526153917235,-7.454435109494691,0.14303045385297092,0.14303045385297092,-5.968550472996554,0.6410940284407298,0.35890597155927023,-7.428133171482974
India,augmented,1,3,hyperbolic,lsqr,0.01,True,,5,5,0,0.16661615239916525,0.16661615239916525,-7.459383155736471,0.14308420369764038,0.14308420369764038,-5.972199929775515,0.6413147002472309,0.3586852997527691,-7.432329659255686
