country,feature_set,p,d,q,trend,seasonal_order,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
Canada,augmented,0,0,3,c,"(0, 0, 0, 0)",True,,5,5,0,0.43180206228026086,0.43180206228026086,-11.118128719554914,0.3368297929179137,0.3368297929179137,-7.491626890047489,16.38687020455321,-15.38687020455321,-27.615423589749973
Canada,augmented,1,0,3,c,"(0, 0, 0, 0)",True,,5,5,0,0.43654438754372055,0.43654438754372055,-11.10022711446859,0.33823694002756544,0.33823694002756544,-7.48654197514683,16.399305974991133,-15.399305974991133,-26.72652017763236
Canada,augmented,3,0,3,n,"(0, 0, 0, 0)",True,,5,5,0,0.46326402779360204,0.46326402779360204,-10.988422921493456,0.3408965099380764,0.3408965099380764,-7.439319518054107,16.396172008886317,-15.39617200888632,-24.339689306488975
Canada,augmented,2,1,1,n,"(0, 0, 0, 0)",True,,5,5,0,0.5407464051278839,0.5407464051278839,-1.8926657369207274,0.3867809006450228,0.3867809006450228,-1.8493472723157978,4.624833619772267,-3.624833619772267,-32.186897856992566
Canada,augmented,2,1,1,c,"(0, 0, 0, 0)",True,,5,5,0,0.5863631955090665,0.5863631955090665,-1.718583318262675,0.39368058626261915,0.39368058626261915,-1.7978685572719162,4.634443401344358,-3.6344434013443574,-42.46736249933227
Canada,augmented,3,0,2,c,"(0, 0, 0, 0)",True,,5,5,0,0.6140098724194536,0.6140098724194536,-10.602793734636593,0.4559740194518945,0.4559740194518945,-7.137772171529266,17.031020575514688,-16.031020575514688,-44.60243329433662
Canada,augmented,3,0,2,n,"(0, 0, 0, 0)",True,,5,5,0,0.6784751076601168,0.6784751076601168,-10.426589155044304,0.4837807406516211,0.4837807406516211,-7.053632625871602,17.201281729496365,-16.201281729496365,-61.73020432336657
Canada,augmented,0,0,3,n,"(0, 0, 0, 0)",True,,5,5,0,1.2178556301466645,1.2178556301466645,-8.65645981909298,0.7157723299600495,0.7157723299600495,-6.280935703270425,17.639451295139526,-16.639451295139526,-196.73215282664313
Canada,augmented,2,0,3,n,"(0, 0, 0, 0)",True,,5,5,0,189.0063975228111,189.0063975228111,573.6141923073125,94.65330497743824,94.65330497743824,284.99200750831704,322.2783243847925,-321.2783243847925,-8735789.695886072
Canada,augmented,0,1,3,n,"(0, 0, 0, 0)",True,,5,5,0,359.8569253314706,359.8569253314706,1112.1433148081583,180.04729214695476,180.04729214695476,555.1762910555217,587.4479317343691,-586.4479317343691,-31752028.622885097
