country,feature_set,p,d,q,trend,seasonal_order,valid,reason,n_splits,n_success_folds,n_failed_folds,cv_RMSE_absolute_mean,cv_RMSE_scaled_y_mean,cv_RMSE_relative_mean,cv_MAE_absolute_mean,cv_MAE_scaled_y_mean,cv_MAE_relative_mean,cv_MAPE_mean,cv_Accuracy_mean,cv_R_squared_mean
Canada,augmented,3,1,2,n,"(0, 0, 0, 0)",True,,5,5,0,0.28037014774286473,0.28037014774286473,-2.6430951885534815,0.22777877538244443,0.22777877538244443,-2.2807512660222327,4.420596603035626,-3.4205966030356256,-6.770920733697421
Canada,augmented,1,1,3,n,"(0, 0, 0, 0)",True,,5,5,0,0.2678406053598178,0.2678406053598178,-2.757626119689024,0.23198785030222185,0.23198785030222185,-2.3508055302859217,4.316558246296411,-3.316558246296412,-12.732502076968924
Canada,augmented,3,1,2,c,"(0, 0, 0, 0)",True,,5,5,0,0.30555286319150055,0.30555286319150055,-2.577770916009477,0.2447703504273619,0.2447703504273619,-2.2443878657549545,4.468691566921228,-3.4686915669212284,-8.37749514901997
Canada,augmented,3,1,1,n,"(0, 0, 0, 0)",True,,5,5,0,0.3340552196974952,0.3340552196974952,-2.572080911567725,0.253743099588673,0.253743099588673,-2.2724437888511857,4.36850314976953,-3.3685031497695297,-13.60586922647795
Canada,augmented,3,1,3,n,"(0, 0, 0, 0)",True,,5,5,0,0.30839824778672165,0.30839824778672165,-2.6243208477346442,0.2576716249853773,0.2576716249853773,-2.2521393857293743,4.424284194882613,-3.4242841948826133,-10.670962411435578
Canada,augmented,2,1,3,c,"(0, 0, 0, 0)",True,,5,5,0,0.30129975368230066,0.30129975368230066,-2.6339630019068574,0.25799877901948076,0.25799877901948076,-2.2442584580472764,4.410077803447135,-3.410077803447135,-10.227966181500609
Canada,augmented,2,1,3,n,"(0, 0, 0, 0)",True,,5,5,0,0.30545625020293576,0.30545625020293576,-2.6488495140733717,0.26179657524884276,0.26179657524884276,-2.262283974137407,4.420438502285147,-3.4204385022851467,-12.164958844738816
Canada,augmented,3,1,0,c,"(0, 0, 0, 0)",True,,5,5,0,0.3020647624389041,0.3020647624389041,-2.634807671697296,0.26206737156892074,0.26206737156892074,-2.241451884969769,4.396204578886062,-3.3962045788860613,-9.520862941844808
Canada,augmented,0,1,3,c,"(0, 0, 0, 0)",True,,5,5,0,0.2996406867674983,0.2996406867674983,-2.699094376115134,0.2637403563559989,0.2637403563559989,-2.2946048765042772,4.351936776059134,-3.3519367760591336,-18.469483520802758
Canada,augmented,1,1,0,c,"(0, 0, 0, 0)",True,,5,5,0,0.30138579007765465,0.30138579007765465,-2.716884044732006,0.26510576501304095,0.26510576501304095,-2.3046306101749865,4.349546672339923,-3.3495466723399234,-23.30667143577767
Canada,augmented,2,0,3,c,"(0, 0, 0, 0)",True,,5,5,0,0.36651796760169353,0.36651796760169353,-11.226180737000673,0.26560260358890375,0.26560260358890375,-7.6099092498285845,16.251639105946474,-15.251639105946472,-17.26441477349066
