model,feature_set,country,fold,fold_train_MAE,fold_val_MAE,fold_val_RMSE,fold_val_MAPE
XGBoost,baseline,Indonesia,3,0.00028987797361467664,0.08113882937422684,0.10078697863042642,0.9038469744091686
XGBoost,baseline,Indonesia,4,0.00035391414063554427,0.05045030241959064,0.06393728706094745,5.65008406953681
XGBoost,augmented,Canada,0,0.00039029005901447533,0.18065567168883345,0.18537958038030886,26.012961523169814
XGBoost,augmented,Canada,1,0.00030371584867010525,0.10966256479284531,0.13793669341245995,0.30343315647284924
XGBoost,augmented,Canada,2,0.00026082808743258364,0.1343436193110561,0.14406271816684404,0.226058989963283
XGBoost,augmented,Canada,3,0.00025982520390904144,0.12545192578326847,0.1430774675544281,0.42394363182714984
XGBoost,augmented,Canada,4,0.0002808219260570914,0.04588238108151277,0.05193286195906382,0.08660449160646067
XGBoost,augmented,Russian Federation,0,0.03768090752585316,0.14142226268451807,0.20800039932514133,0.1657140394817218
XGBoost,augmented,Russian Federation,1,0.03444901061841124,0.05755633785630976,0.08624525594272235,0.10490157904256785
XGBoost,augmented,Russian Federation,2,0.026623972870846425,0.04076534967948775,0.05727602677463939,0.10139677178102734
XGBoost,augmented,Russian Federation,3,0.021104180373772048,0.13478678973517133,0.17515615206164406,0.4019868774246793
XGBoost,augmented,Russian Federation,4,0.01978381064272555,0.12123660212792253,0.13016272487986413,0.26542891760138265
XGBoost,augmented,China,0,0.0003761176657256689,0.017435577182830148,0.018213535739601935,0.02388302665766997
XGBoost,augmented,China,1,0.0002936621435133846,0.0805768438609544,0.089588702103237,0.166635617771738
XGBoost,augmented,China,2,0.00027340529668501423,0.09786957848153138,0.10368982985003829,2.650379416511929
XGBoost,augmented,China,3,0.00022235260039658403,0.10916840171442993,0.11496186991596936,0.5489774725832194
XGBoost,augmented,China,4,0.0002088024068836761,0.03488575300887703,0.04557024421727446,0.06782111400502965
XGBoost,augmented,United States,0,0.00037382712365522747,0.1554958667814137,0.19993371110943056,0.22264287467645205
XGBoost,augmented,United States,1,0.0003028861679019279,0.08973849134173317,0.10813907458083635,0.12290744167916942
XGBoost,augmented,United States,2,0.0003016976046780354,0.08396402290390093,0.09613104285287964,0.11877715328837142
XGBoost,augmented,United States,3,0.0003018976006033094,0.2925688236327959,0.3250413774453232,2.4422855197369224
XGBoost,augmented,United States,4,0.0003303561628480445,0.09867350802103547,0.0999251325074392,1.6318861702363732
XGBoost,augmented,India,0,0.00035331391409617235,0.031887074030578444,0.03359325353409227,0.04712373787260765
XGBoost,augmented,India,1,0.00026359833912341645,0.03343202312490448,0.038693070064610716,0.0615077069250366
XGBoost,augmented,India,2,0.00022268062988388206,0.06763405404051379,0.0702878955326317,0.21493262912890063
XGBoost,augmented,India,3,0.0002102278933177542,0.09512137342157279,0.09727707497739557,2.5509171994986977
XGBoost,augmented,India,4,0.0001867030506206089,0.057203093851513453,0.07004635056825051,0.2035974931778699
XGBoost,augmented,Indonesia,0,0.00034937202734678746,0.036260377540900834,0.04490652561464097,0.06396243308730931
XGBoost,augmented,Indonesia,1,0.0003205469684419926,0.046834486540698744,0.05530775420144175,0.1186252753676519
XGBoost,augmented,Indonesia,2,0.00029397974076605146,0.03526597509055274,0.04313519669097013,0.1437660567836937
XGBoost,augmented,Indonesia,3,0.00025922131798520074,0.0814603144764035,0.10122014531146985,0.9076240432282054
XGBoost,augmented,Indonesia,4,0.0002984068643504282,0.050718867900035824,0.06356481106401039,5.572442130159869
